case_id,num_events,start_time,end_time,case_duration_seconds,final_event,final_status,split,outcome_label,outcome_label_id
1-613379581,7,2011-11-22 09:45:45,2012-05-11 01:26:06,14744421.0,Bd,d,train,Bd,5
1-614948909,24,2011-11-23 10:40:38,2012-05-12 01:21:20,14740842.0,Bd,d,train,Bd,5
1-617858557,40,2011-11-29 12:36:35,2012-05-08 01:22:02,13869927.0,Bd,d,test,Bd,5
1-618854217,18,2011-12-01 18:32:44,2012-05-05 01:18:22,13416338.0,Bd,d,train,Bd,5
1-619069761,23,2011-12-02 10:32:47,2012-05-04 01:21:05,13272498.0,Bd,d,val,Bd,5
1-620611187,9,2011-12-07 13:54:21,2012-05-09 16:44:24,13315803.0,Bd,d,test,Bd,5
1-620858291,14,2011-12-08 08:03:30,2012-05-12 01:21:19,13454269.0,Bd,d,train,Bd,5
1-621825480,24,2011-12-12 08:21:05,2012-05-12 01:21:19,13107614.0,Bd,d,train,Bd,5
1-623778166,10,2011-12-14 15:05:31,2012-05-10 01:20:38,12737707.0,Bd,d,train,Bd,5
1-626766981,11,2011-12-21 17:00:52,2012-05-11 01:26:02,12212710.0,Bd,d,train,Bd,5
1-627819166,42,2011-12-22 03:19:50,2012-05-12 01:21:17,12261687.0,Bd,d,train,Bd,5
1-627973205,90,2011-12-22 10:48:28,2012-05-09 12:20:05,12015097.0,Bd,d,test,Bd,5
1-629364071,9,2011-12-26 04:28:33,2012-05-12 01:21:17,11911964.0,Bd,d,train,Bd,5
1-629883996,50,2011-12-27 16:10:12,2012-05-12 01:21:16,11783464.0,Bd,d,train,Bd,5
1-630181491,14,2011-12-28 11:40:52,2012-05-07 10:32:08,11314276.0,Bd,d,val,Bd,5
1-632620937,10,2012-01-03 02:51:47,2012-05-09 01:15:57,10967050.0,Bd,d,val,Bd,5
1-634340171,8,2012-01-04 08:49:51,2012-05-22 01:25:20,11982929.0,Bd,d,train,Bd,5
1-634738521,23,2012-01-06 09:38:05,2012-05-04 01:21:00,10251775.0,Bd,d,train,Bd,5
1-635268712,26,2012-01-05 11:37:41,2012-05-12 01:21:16,11022215.0,Bd,d,test,Bd,5
1-635375181,16,2012-01-05 13:58:48,2012-05-12 01:21:15,11013747.0,Bd,d,train,Bd,5
1-636928149,14,2012-01-09 10:34:22,2012-05-12 01:21:15,10680413.0,Bd,d,train,Bd,5
1-637842042,28,2012-01-10 13:00:30,2012-05-12 01:21:15,10585245.0,Bd,d,train,Bd,5
1-638018481,12,2012-01-11 11:47:12,2012-05-22 01:25:19,11367487.0,Bd,d,train,Bd,5
1-638289351,7,2012-01-11 07:22:42,2012-05-08 01:21:52,10173550.0,Bd,d,train,Bd,5
1-638742591,46,2012-01-11 12:11:15,2012-05-12 01:21:14,10501799.0,Bd,d,val,Bd,5
1-638841644,9,2012-01-11 13:21:02,2012-05-07 11:53:56,10103574.0,Bd,d,train,Bd,5
1-638945511,11,2012-01-12 13:34:15,2012-05-11 01:25:56,10324301.0,Bd,d,train,Bd,5
1-642373523,30,2012-01-16 06:59:24,2012-05-12 01:21:12,10088508.0,Bd,d,test,Bd,5
1-642402641,8,2012-01-16 08:53:59,2012-05-11 01:25:55,9995516.0,Bd,d,train,Bd,5
1-642411971,13,2012-01-16 07:50:02,2012-05-16 01:22:46,10431164.0,Bd,d,val,Bd,5
1-642714990,21,2012-01-16 13:41:18,2012-05-12 01:21:12,10064394.0,Bd,d,train,Bd,5
1-642761396,14,2012-01-16 14:44:45,2012-05-12 01:21:12,10060587.0,Bd,d,train,Bd,5
1-642781041,4,2012-01-16 14:47:43,2012-05-09 01:15:54,9800891.0,Bd,d,test,Bd,5
1-643338463,7,2012-01-17 09:59:56,2012-05-07 11:54:47,9597291.0,Bd,d,train,Bd,5
1-643546500,12,2012-01-17 14:10:40,2012-05-12 01:21:11,9976231.0,Bd,d,test,Bd,5
1-643684191,8,2012-01-18 10:48:14,2012-05-11 01:25:54,9815860.0,Bd,d,train,Bd,5
1-643733486,16,2012-01-17 16:17:24,2012-05-12 01:21:11,9968627.0,Bd,d,train,Bd,5
1-644761840,24,2012-01-18 10:44:15,2012-05-12 01:21:11,9902216.0,Bd,d,train,Bd,5
1-647788578,16,2012-01-19 10:36:47,2012-05-09 08:29:09,9582742.0,Bd,d,test,Bd,5
1-647953636,14,2012-01-19 13:10:43,2012-05-12 01:21:10,9807027.0,Bd,d,train,Bd,5
1-648471635,32,2012-01-20 03:06:30,2012-05-12 01:21:10,9756880.0,Bd,d,train,Bd,5
1-648654669,7,2012-01-20 13:21:35,2012-05-11 01:25:53,9633858.0,Bd,d,train,Bd,5
1-649830550,22,2012-01-23 07:22:53,2012-05-16 01:22:45,9827992.0,Bd,d,train,Bd,5
1-649950870,23,2012-01-23 09:34:34,2012-05-12 01:21:09,9474395.0,Bd,d,train,Bd,5
1-650013051,9,2012-01-23 10:43:58,2012-05-15 01:24:19,9729621.0,Bd,d,train,Bd,5
1-651196130,12,2012-01-24 15:00:45,2012-05-11 01:25:52,9282307.0,Bd,d,train,Bd,5
1-651324866,7,2012-01-24 18:08:57,2012-05-10 01:20:31,9184294.0,Bd,d,test,Bd,5
1-652256138,8,2012-01-25 15:26:05,2012-05-09 01:15:53,9020988.0,Bd,d,train,Bd,5
1-652468131,11,2012-01-26 05:26:14,2012-05-03 23:49:13,8533379.0,Bd,d,test,Bd,5
1-652924814,6,2012-01-26 09:26:35,2012-05-03 23:58:34,8519519.0,Bd,d,train,Bd,5
1-652947231,11,2012-01-27 11:57:13,2012-05-10 01:20:30,8947397.0,Bd,d,val,Bd,5
1-653391886,7,2012-01-26 22:36:33,2012-05-12 01:21:08,9168275.0,Bd,d,train,Bd,5
1-654423931,13,2012-01-27 23:38:16,2012-05-23 01:22:12,10028636.0,Bd,d,train,Bd,5
1-655021441,14,2012-01-30 00:41:44,2012-05-16 01:22:43,9247259.0,Bd,d,train,Bd,5
1-655281402,26,2012-01-30 11:19:36,2012-05-23 01:22:12,9813756.0,Bd,d,train,Bd,5
1-656241183,22,2012-01-31 13:11:27,2012-05-09 01:15:52,8510665.0,Bd,d,train,Bd,5
1-656373348,10,2012-01-31 15:04:48,2012-05-23 01:22:12,9713844.0,Bd,d,train,Bd,5
1-656450664,14,2012-01-31 16:26:28,2012-05-12 01:21:08,8758480.0,Bd,d,test,Bd,5
1-657323705,7,2012-02-01 15:30:44,2012-05-11 01:25:51,8589307.0,Bd,d,test,Bd,5
1-657893589,7,2012-02-02 13:51:54,2012-05-09 01:15:51,8335437.0,Bd,d,train,Bd,5
1-657900377,22,2012-02-02 13:53:27,2012-05-07 10:25:27,8195520.0,Bd,d,val,Bd,5
1-658045761,11,2012-02-02 16:49:28,2012-05-05 01:18:12,7979324.0,Bd,d,train,Bd,5
1-658345511,9,2012-02-03 20:54:15,2012-05-16 01:22:43,8828908.0,Bd,d,train,Bd,5
1-658515933,7,2012-02-03 10:21:21,2012-05-11 01:25:50,8435069.0,Bd,d,val,Bd,5
1-658538636,10,2012-02-03 11:03:10,2012-05-23 01:22:12,9469142.0,Bd,d,val,Bd,5
1-659129745,7,2012-02-06 08:28:37,2012-05-16 01:22:42,8614445.0,Bd,d,val,Bd,5
1-659713703,20,2012-02-06 17:37:50,2012-05-04 01:20:55,7544585.0,Bd,d,train,Bd,5
1-660051308,9,2012-02-07 12:01:13,2012-05-23 01:22:11,9120058.0,Bd,d,train,Bd,5
1-660218981,13,2012-02-07 22:14:33,2012-05-12 01:21:07,8132794.0,Bd,d,train,Bd,5
1-660730501,29,2012-02-08 11:17:10,2012-05-12 01:21:06,8085836.0,Bd,d,train,Bd,5
1-660865454,8,2012-02-10 14:48:49,2012-05-11 01:25:49,7814220.0,Bd,d,train,Bd,5
1-660915327,116,2012-02-08 15:52:03,2012-05-11 14:44:40,8031157.0,Bd,d,test,Bd,5
1-665922195,8,2012-02-10 11:53:29,2012-05-01 11:17:52,6996263.0,Bd,d,train,Bd,5
1-673825643,8,2012-02-15 08:38:09,2012-05-15 01:24:14,7749965.0,Bd,d,train,Bd,5
1-682281772,12,2012-02-17 15:45:54,2012-05-12 01:21:04,7292110.0,Bd,d,test,Bd,5
1-683319231,7,2012-02-20 09:52:59,2012-05-04 01:20:53,6362874.0,Bd,d,train,Bd,5
1-683762637,36,2012-02-20 10:17:20,2012-05-05 01:18:09,6447649.0,Bd,d,train,Bd,5
1-684012815,12,2012-02-20 15:18:25,2012-05-16 01:22:40,7380255.0,Bd,d,test,Bd,5
1-684695843,8,2012-02-21 16:30:24,2012-05-16 01:22:39,7289535.0,Bd,d,train,Bd,5
1-685098751,14,2012-02-21 10:34:32,2012-05-10 01:20:26,6792354.0,Bd,d,train,Bd,5
1-685155470,30,2012-02-21 13:20:56,2012-05-16 01:22:39,7300903.0,Bd,d,train,Bd,5
1-686398767,11,2012-02-22 01:49:21,2012-05-11 01:25:46,6824185.0,Bd,d,val,Bd,5
1-686497432,59,2012-02-22 10:33:38,2012-05-16 01:22:38,7224540.0,Bd,d,train,Bd,5
1-686580161,7,2012-02-24 10:18:14,2012-05-16 01:22:37,7052663.0,Bd,d,train,Bd,5
1-686609791,20,2012-02-22 15:51:21,2012-05-08 01:21:36,6514215.0,Bd,d,train,Bd,5
1-686885675,6,2012-02-23 09:41:42,2012-05-10 01:20:26,6622724.0,Bd,d,train,Bd,5
1-687082195,123,2012-02-23 17:07:25,2012-05-16 01:22:38,7114513.0,Bd,d,train,Bd,5
1-687085471,23,2012-02-23 17:07:38,2012-05-16 01:22:38,7114500.0,Bd,d,train,Bd,5
1-687329729,12,2012-02-24 07:02:07,2012-05-15 01:24:12,6978125.0,Bd,d,train,Bd,5
1-687521104,6,2012-02-24 12:44:10,2012-05-16 01:22:37,7043907.0,Bd,d,val,Bd,5
1-687544011,9,2012-02-24 13:25:03,2012-05-15 01:24:12,6955149.0,Bd,d,train,Bd,5
1-687638428,12,2012-02-24 16:54:39,2012-05-15 01:24:12,6942573.0,Bd,d,train,Bd,5
1-687647619,20,2012-02-24 16:34:46,2012-05-04 01:20:51,5993165.0,Bd,d,train,Bd,5
1-687710013,7,2012-02-24 23:17:03,2012-05-10 01:20:25,6487402.0,Bd,d,train,Bd,5
1-688278051,13,2012-02-28 07:47:24,2012-05-22 01:25:06,7234662.0,Bd,d,train,Bd,5
1-688624453,11,2012-02-27 15:01:21,2012-05-08 01:21:35,6085214.0,Bd,d,train,Bd,5
1-688689511,10,2012-02-28 13:16:43,2012-05-16 01:22:36,6696353.0,Bd,d,train,Bd,5
1-688696731,11,2012-02-27 20:22:38,2012-05-16 01:22:37,6757199.0,Bd,d,train,Bd,5
1-689206959,5,2012-02-28 09:17:49,2012-05-12 01:21:03,6364994.0,Bd,d,test,Bd,5
1-689461262,9,2012-02-28 15:35:34,2012-05-10 01:20:24,6169490.0,Bd,d,train,Bd,5
1-689501709,15,2012-02-28 15:44:00,2012-05-09 01:15:47,6082307.0,Bd,d,train,Bd,5
1-690238688,18,2012-02-29 09:40:07,2012-05-09 08:36:35,6044188.0,Bd,d,train,Bd,5
1-690422411,13,2012-02-29 15:48:45,2012-05-05 01:18:06,5650161.0,Bd,d,test,Bd,5
1-690436171,26,2012-03-02 09:54:42,2012-05-16 01:22:30,6449268.0,Bd,d,train,Bd,5
1-690839783,32,2012-03-01 10:42:52,2012-05-07 13:47:48,5799896.0,Bd,d,train,Bd,5
1-691049627,14,2012-03-01 16:25:55,2012-05-12 01:21:01,6166506.0,Bd,d,train,Bd,5
1-691129791,7,2012-03-01 19:14:17,2012-05-09 01:15:46,5896889.0,Bd,d,train,Bd,5
1-691759626,29,2012-03-02 04:22:12,2012-05-16 01:22:30,6469218.0,Bd,d,train,Bd,5
1-691782323,31,2012-03-02 13:57:12,2012-05-15 01:24:10,6348418.0,Bd,d,train,Bd,5
1-691794481,34,2012-03-02 09:15:40,2012-05-16 01:22:30,6451610.0,Bd,d,train,Bd,5
1-691811604,7,2012-03-02 08:30:13,2012-05-12 01:21:01,6108648.0,Bd,d,train,Bd,5
1-691832279,8,2012-03-02 09:58:37,2012-05-09 01:15:46,5843829.0,Bd,d,train,Bd,5
1-691950241,15,2012-03-02 13:54:58,2012-05-12 01:21:00,6089162.0,Bd,d,test,Bd,5
1-691971107,43,2012-03-02 14:26:55,2012-05-04 01:20:48,5396033.0,Bd,d,test,Bd,5
1-692009261,12,2012-03-06 07:47:52,2012-05-22 01:25:04,6629832.0,Bd,d,train,Bd,5
1-692067345,76,2012-03-02 20:28:11,2012-05-16 01:22:29,6411258.0,Bd,d,train,Bd,5
1-692755228,13,2012-03-05 08:22:42,2012-05-12 01:21:00,5849898.0,Bd,d,train,Bd,5
1-692758611,25,2012-03-05 07:21:37,2012-05-22 12:01:31,6755994.0,Bd,d,train,Bd,5
1-692758994,15,2012-03-05 07:52:47,2012-05-22 12:00:49,6754082.0,Bd,d,train,Bd,5
1-692918254,11,2012-03-05 10:42:22,2012-05-12 01:21:00,5841518.0,Bd,d,train,Bd,5
1-693021183,21,2012-03-05 12:25:46,2012-05-12 01:21:00,5835314.0,Bd,d,train,Bd,5
1-693200675,14,2012-03-05 14:59:43,2012-05-11 01:25:43,5739960.0,Bd,d,train,Bd,5
1-693253181,15,2012-03-05 15:51:29,2012-05-10 01:20:23,5650134.0,Bd,d,train,Bd,5
1-693258975,6,2012-03-05 15:34:27,2012-05-09 01:15:46,5564479.0,Bd,d,train,Bd,5
1-693300691,11,2012-03-05 15:50:01,2012-05-23 01:22:07,6773526.0,Bd,d,val,Bd,5
1-693352046,8,2012-03-05 16:29:01,2012-05-10 01:20:23,5647882.0,Bd,d,train,Bd,5
1-693412654,26,2012-03-05 18:47:12,2012-05-15 01:24:09,6071817.0,Bd,d,train,Bd,5
1-693587250,16,2012-03-06 10:15:00,2012-05-10 01:20:22,5583922.0,Bd,d,train,Bd,5
1-693822171,9,2012-03-06 17:28:18,2012-05-05 01:18:04,5125786.0,Bd,d,train,Bd,5
1-693837467,7,2012-03-06 13:58:04,2012-05-07 11:56:36,5349512.0,Bd,d,train,Bd,5
1-694035053,25,2012-03-06 17:50:12,2012-05-22 12:00:05,6631793.0,Bd,d,train,Bd,5
1-694236018,52,2012-03-07 08:00:15,2012-05-05 01:18:04,5073469.0,Bd,d,train,Bd,5
1-694266600,7,2012-03-07 10:46:12,2012-05-15 01:24:08,5927876.0,Bd,d,val,Bd,5
1-694274811,20,2012-03-07 14:07:33,2012-05-15 01:24:08,5915795.0,Bd,d,train,Bd,5
1-694300980,21,2012-03-07 09:48:11,2012-05-16 01:22:28,6017657.0,Bd,d,train,Bd,5
1-694339964,60,2012-03-07 11:00:09,2012-05-15 01:24:08,5927039.0,Bd,d,test,Bd,5
1-694346169,7,2012-03-07 11:31:41,2012-05-11 01:25:42,5579641.0,Bd,d,test,Bd,5
1-694375168,24,2012-03-07 12:02:57,2012-05-22 11:51:16,6565699.0,Bd,d,train,Bd,5
1-694457714,20,2012-03-07 14:13:53,2012-05-07 10:36:49,5257376.0,Bd,d,train,Bd,5
1-694782353,22,2012-03-08 10:22:23,2012-05-04 01:20:35,4892292.0,Bd,d,train,Bd,5
1-694796871,11,2012-03-08 12:56:27,2012-05-05 01:18:03,4969296.0,Bd,d,val,Bd,5
1-694844381,23,2012-03-08 12:59:34,2012-05-11 01:25:41,5487967.0,Bd,d,test,Bd,5
1-694845331,17,2012-03-08 12:30:23,2012-05-22 01:25:03,6440080.0,Bd,d,val,Bd,5
1-694868667,11,2012-03-08 12:33:29,2012-05-22 01:25:03,6439894.0,Bd,d,test,Bd,5
1-694899341,22,2012-03-08 14:26:31,2012-05-12 01:20:52,5568861.0,Bd,d,train,Bd,5
1-694975897,8,2012-03-08 17:00:30,2012-05-09 01:15:44,5300114.0,Bd,d,train,Bd,5
1-695147297,8,2012-03-09 07:33:46,2012-05-09 01:15:44,5247718.0,Bd,d,val,Bd,5
1-695221831,16,2012-03-09 10:21:10,2012-05-23 01:22:06,6447656.0,Bd,d,test,Bd,5
1-695298616,6,2012-03-09 09:49:16,2012-05-04 00:36:02,4805206.0,Bd,d,train,Bd,5
1-695360832,20,2012-03-12 09:12:29,2012-05-16 01:22:27,5587798.0,Bd,d,train,Bd,5
1-695452478,5,2012-03-09 14:20:44,2012-05-23 01:22:06,6433282.0,Bd,d,val,Bd,5
1-695486451,50,2012-03-09 15:17:17,2012-05-10 01:20:21,5306584.0,Bd,d,train,Bd,5
1-695870591,19,2012-03-14 15:13:10,2012-05-15 01:24:05,5307055.0,Bd,d,train,Bd,5
1-695872361,13,2012-03-12 14:20:21,2012-05-15 01:24:06,5483025.0,Bd,d,val,Bd,5
1-696080795,17,2012-03-13 11:52:48,2012-05-11 01:25:38,5059970.0,Bd,d,test,Bd,5
1-696101645,12,2012-03-12 11:24:45,2012-05-04 01:20:34,4542949.0,Bd,d,train,Bd,5
1-696163170,35,2012-03-12 13:34:31,2012-05-08 01:21:29,4880818.0,Bd,d,train,Bd,5
1-696361691,7,2012-03-12 18:07:35,2012-05-22 01:25:02,6074247.0,Bd,d,test,Bd,5
1-696484951,7,2012-03-13 18:22:39,2012-05-11 01:25:37,5036578.0,Bd,d,test,Bd,5
1-696831586,18,2012-03-13 14:58:12,2012-05-22 11:59:21,6037269.0,Bd,d,test,Bd,5
1-696861441,15,2012-03-13 14:42:09,2012-05-15 01:24:05,5395316.0,Bd,d,train,Bd,5
1-696882469,5,2012-03-13 15:35:11,2012-05-12 01:20:51,5132740.0,Bd,d,train,Bd,5
1-696894381,5,2012-03-13 15:23:19,2012-05-08 01:21:28,4787889.0,Bd,d,train,Bd,5
1-696911694,20,2012-03-13 14:58:08,2012-05-05 01:18:01,4529993.0,Bd,d,train,Bd,5
1-696915401,9,2012-03-13 15:23:21,2012-05-10 01:20:14,4960613.0,Bd,d,train,Bd,5
1-696981592,56,2012-03-13 19:09:11,2012-05-11 01:25:37,5033786.0,Bd,d,train,Bd,5
1-697462851,26,2012-03-14 16:37:37,2012-05-03 01:19:21,4264904.0,Bd,d,train,Bd,5
1-697478298,12,2012-03-14 14:50:19,2012-05-03 01:19:21,4271342.0,Bd,d,train,Bd,5
1-697528961,8,2012-03-15 15:18:55,2012-05-23 01:21:59,5911384.0,Bd,d,train,Bd,5
1-697746161,16,2012-03-15 07:30:09,2012-05-10 01:20:11,4816202.0,Bd,d,train,Bd,5
1-697751037,42,2012-03-15 07:59:02,2012-05-09 08:34:31,4754129.0,Bd,d,train,Bd,5
1-697774726,17,2012-03-15 08:21:37,2012-05-12 01:20:50,4985953.0,Bd,d,val,Bd,5
1-697777158,16,2012-03-15 08:51:41,2012-05-12 01:20:50,4984149.0,Bd,d,train,Bd,5
1-697896972,8,2012-03-15 11:03:55,2012-05-12 01:20:50,4976215.0,Bd,d,train,Bd,5
1-697955020,15,2012-03-15 12:36:41,2012-05-12 01:20:50,4970649.0,Bd,d,train,Bd,5
1-698029651,5,2012-03-15 14:32:35,2012-05-22 01:25:01,5827946.0,Bd,d,train,Bd,5
1-698029851,39,2012-03-15 17:21:25,2012-05-09 01:15:42,4694057.0,Bd,d,train,Bd,5
1-698036851,8,2012-03-15 14:50:06,2012-05-22 01:25:01,5826895.0,Bd,d,test,Bd,5
1-698065363,23,2012-03-15 16:54:45,2012-05-22 11:58:16,5857411.0,Bd,d,train,Bd,5
1-698350971,8,2012-03-16 09:35:59,2012-05-10 17:00:57,4778698.0,Bd,d,val,Bd,5
1-698400941,17,2012-03-16 11:14:01,2012-05-16 01:22:25,5234904.0,Bd,d,test,Bd,5
1-698487635,24,2012-03-16 13:17:02,2012-05-05 01:17:59,4276857.0,Bd,d,train,Bd,5
1-698555281,8,2012-03-19 10:25:37,2012-05-15 01:24:03,4892306.0,Bd,d,val,Bd,5
1-698572466,10,2012-03-16 17:28:53,2012-05-16 01:22:24,5212411.0,Bd,d,train,Bd,5
1-698843072,12,2012-03-18 14:51:47,2012-05-09 01:15:41,4443834.0,Bd,d,train,Bd,5
1-698990450,54,2012-03-19 09:28:12,2012-05-16 01:22:23,4982051.0,Bd,d,train,Bd,5
1-699016718,16,2012-03-19 10:32:50,2012-05-08 01:21:26,4286916.0,Bd,d,train,Bd,5
1-699103686,12,2012-03-19 11:39:35,2012-05-10 01:20:07,4455632.0,Bd,d,train,Bd,5
1-699262145,6,2012-03-19 15:00:30,2012-05-16 01:22:23,4962113.0,Bd,d,val,Bd,5
1-699297808,6,2012-03-19 18:34:32,2012-05-09 01:15:40,4344068.0,Bd,d,train,Bd,5
1-699344291,23,2012-03-19 15:56:37,2012-05-05 01:17:57,4008080.0,Bd,d,train,Bd,5
1-699545679,13,2012-03-20 09:01:45,2012-05-07 10:30:42,4152537.0,Bd,d,train,Bd,5
1-699557832,14,2012-03-20 09:00:27,2012-05-02 12:32:07,3727900.0,Bd,d,train,Bd,5
1-699617036,11,2012-03-20 09:46:41,2012-05-07 10:27:20,4149639.0,Bd,d,train,Bd,5
1-699655497,7,2012-03-20 10:31:10,2012-05-16 01:22:22,4891872.0,Bd,d,train,Bd,5
1-699703931,33,2012-03-20 11:36:19,2012-05-10 01:20:06,4369427.0,Bd,d,train,Bd,5
1-699719677,12,2012-03-20 12:34:39,2012-05-11 01:25:32,4452653.0,Bd,d,val,Bd,5
1-699750568,11,2012-03-20 13:44:29,2012-05-07 10:29:44,4135515.0,Bd,d,train,Bd,5
1-699989926,56,2012-03-20 18:40:54,2012-05-12 01:20:47,4516793.0,Bd,d,train,Bd,5
1-700135371,7,2012-03-21 08:00:48,2012-05-12 01:20:47,4468799.0,Bd,d,train,Bd,5
1-700161985,8,2012-03-21 07:54:27,2012-05-12 01:20:47,4469180.0,Bd,d,test,Bd,5
1-700205396,7,2012-03-21 09:10:14,2012-05-10 01:20:05,4291791.0,Bd,d,train,Bd,5
1-700245581,12,2012-03-21 14:38:53,2012-05-09 01:15:39,4185406.0,Bd,d,train,Bd,5
1-700300604,17,2012-03-21 10:45:47,2012-05-09 01:15:39,4199392.0,Bd,d,train,Bd,5
1-700356558,29,2012-03-21 12:07:25,2012-05-15 01:24:02,4713397.0,Bd,d,train,Bd,5
1-700370143,16,2012-03-21 11:43:14,2012-05-22 01:24:58,5319704.0,Bd,d,train,Bd,5
1-700427997,31,2012-03-21 12:53:33,2012-05-09 01:15:39,4191726.0,Bd,d,train,Bd,5
1-700431220,7,2012-03-21 15:25:48,2012-05-11 01:25:30,4355982.0,Bd,d,train,Bd,5
1-700466198,18,2012-03-21 13:55:01,2012-05-03 01:19:16,3669855.0,Bd,d,train,Bd,5
1-700466740,15,2012-03-21 14:35:09,2012-05-15 01:24:02,4704533.0,Bd,d,test,Bd,5
