sample_id,case_id,split,prefix_end_index,prefix_length,current_event,next_activity,is_terminal_prefix,remaining_time_seconds,outcome_label,outcome_label_id,remaining_time_norm,next_activity_id
86,Case1015,train,2,3,J,B,False,2432578.0,risk_normal,1,0.03633922454025267,1
87,Case1015,train,3,4,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
88,Case1016,train,0,1,A,L,False,5098075.0,risk_high,0,1.7734669393115166,12
89,Case1016,train,1,2,L,J,False,5097926.0,risk_high,0,1.773369834707947,10
90,Case1016,train,2,3,J,B,False,5072003.0,risk_high,0,1.7564755888130854,1
91,Case1016,train,3,4,B,EOS,True,0.0,risk_high,0,-1.5489931401717885,5
92,Case1017,train,0,1,A,L,False,3436711.0,risk_normal,1,0.6907414855881598,12
93,Case1017,train,1,2,L,N,False,3186720.0,risk_normal,1,0.5278201637696086,14
94,Case1017,train,2,3,N,J,False,2581601.0,risk_normal,1,0.1334588174110599,10
95,Case1017,train,3,4,J,J,False,1296015.0,risk_normal,1,-0.7043688261098032,10
96,Case1017,train,4,5,J,B,False,1295995.0,risk_normal,1,-0.704381860284779,1
97,Case1017,train,5,6,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
98,Case1018,test,0,1,A,L,False,4321289.0,risk_high,0,1.267228707174579,12
99,Case1018,test,1,2,L,J,False,4318580.0,risk_high,0,1.265463228174109,10
100,Case1018,test,2,3,J,B,False,3891632.0,risk_high,0,0.987217481296074,1
101,Case1018,test,3,4,B,EOS,True,0.0,risk_high,0,-1.5489931401717885,5
102,Case1019,val,0,1,A,L,False,2833664.0,risk_normal,1,0.2977304797571023,12
103,Case1019,val,1,2,L,N,False,1305056.0,risk_normal,1,-0.6984767273120004,14
104,Case1019,val,2,3,N,J,False,1303807.0,risk_normal,1,-0.699290711539238,10
105,Case1019,val,3,4,J,B,False,1296020.0,risk_normal,1,-0.7043655675660593,1
106,Case1019,val,4,5,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
107,Case102,val,0,1,A,L,False,3974562.0,risk_normal,1,1.0412636878331591,12
108,Case102,val,1,2,L,J,False,3974534.0,risk_normal,1,1.0412454399881932,10
109,Case102,val,2,3,J,B,False,3891605.0,risk_normal,1,0.9871998851598567,1
110,Case102,val,3,4,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
111,Case1020,train,0,1,A,L,False,4512050.0,risk_high,0,1.391549319802348,12
112,Case1020,train,1,2,L,N,False,4512031.0,risk_high,0,1.391536937336121,14
113,Case1020,train,2,3,N,J,False,3362936.0,risk_high,0,0.6426616726462394,10
114,Case1020,train,3,4,J,B,False,2774442.0,risk_high,0,0.2591349842363106,1
115,Case1020,train,4,5,B,EOS,True,0.0,risk_high,0,-1.5489931401717885,5
116,Case1021,train,0,1,A,L,False,3283314.0,risk_normal,1,0.5907713186501489,12
117,Case1021,train,1,2,L,J,False,3221604.0,risk_normal,1,0.5505543717623697,10
118,Case1021,train,2,3,J,B,False,3127431.0,risk_normal,1,0.48918100376264795,1
119,Case1021,train,3,4,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
120,Case1022,val,0,1,A,A,False,2851495.0,risk_normal,1,0.3093510984567619,0
121,Case1022,val,1,2,A,L,False,2851482.0,risk_normal,1,0.3093426262430276,12
122,Case1022,val,2,3,L,J,False,2350850.0,risk_normal,1,-0.016923628080787925,10
123,Case1022,val,3,4,J,B,False,2269256.0,risk_normal,1,-0.07009915172949077,1
124,Case1022,val,4,5,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
125,Case1023,train,0,1,A,J,False,2687736.0,risk_normal,1,0.20262792546379757,10
126,Case1023,train,1,2,J,B,False,1292418.0,risk_normal,1,-0.7067130224791978,1
127,Case1023,train,2,3,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
128,Case1024,train,0,1,A,A,False,3197359.0,risk_normal,1,0.5347536931479765,0
129,Case1024,train,1,2,A,L,False,3099057.0,risk_normal,1,0.4706894197245043,12
130,Case1024,train,2,3,L,J,False,3091641.0,risk_normal,1,0.4658563476434839,10
131,Case1024,train,3,4,J,B,False,2847509.0,risk_normal,1,0.30675338738408825,1
132,Case1024,train,4,5,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
133,Case1025,train,0,1,A,L,False,4168838.0,risk_high,0,1.1678750567129224,12
134,Case1025,train,1,2,L,N,False,4168802.0,risk_high,0,1.167851595197966,14
135,Case1025,train,2,3,N,L,False,3547057.0,risk_high,0,0.7626549391820486,12
136,Case1025,train,3,4,L,J,False,1296025.0,risk_high,0,-0.7043623090223152,10
137,Case1025,train,4,5,J,B,False,1296016.0,risk_high,0,-0.7043681744010544,1
138,Case1025,train,5,6,B,EOS,True,0.0,risk_high,0,-1.5489931401717885,5
139,Case1026,train,0,1,A,L,False,3197328.0,risk_normal,1,0.534733490176764,12
140,Case1026,train,1,2,L,H,False,2618835.0,risk_normal,1,0.15772454096347555,8
141,Case1026,train,2,3,H,J,False,2618817.0,risk_normal,1,0.15771281020599734,10
142,Case1026,train,3,4,J,B,False,1296014.0,risk_normal,1,-0.704369477818552,1
143,Case1026,train,4,5,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
144,Case1027,train,0,1,A,L,False,3787037.0,risk_normal,1,0.9190520047164716,12
145,Case1027,train,1,2,L,N,False,2682612.0,risk_normal,1,0.1992885698350019,14
146,Case1027,train,2,3,N,J,False,2657729.0,risk_normal,1,0.1830721010388812,10
147,Case1027,train,3,4,J,B,False,1296014.0,risk_normal,1,-0.704369477818552,1
148,Case1027,train,4,5,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
149,Case1028,val,0,1,A,L,False,2772884.0,risk_normal,1,0.2581196220056971,12
150,Case1028,val,1,2,L,J,False,1296041.0,risk_normal,1,-0.7043518816823346,10
151,Case1028,val,2,3,J,B,False,1296020.0,risk_normal,1,-0.7043655675660593,1
152,Case1028,val,3,4,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
153,Case1029,train,0,1,A,L,False,2678700.0,risk_normal,1,0.1967390852097387,12
154,Case1029,train,1,2,L,J,False,2664470.0,risk_normal,1,0.18746526971446892,10
155,Case1029,train,2,3,J,B,False,2663376.0,risk_normal,1,0.1867523003432936,1
156,Case1029,train,3,4,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
157,Case103,val,0,1,A,A,False,3376359.0,risk_normal,1,0.6514095591812363,0
158,Case103,val,1,2,A,L,False,3375263.0,risk_normal,1,0.6506952863925635,12
159,Case103,val,2,3,L,N,False,3348409.0,risk_normal,1,0.6331942996525793,14
160,Case103,val,3,4,N,L,False,3278764.0,risk_normal,1,0.5878060438431582,12
161,Case103,val,4,5,L,C,False,3204328.0,risk_normal,1,0.5392954514182882,2
162,Case103,val,5,6,C,J,False,3204305.0,risk_normal,1,0.5392804621170659,10
163,Case103,val,6,7,J,B,False,2592026.0,risk_normal,1,0.1402528811171869,1
164,Case103,val,7,8,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
165,Case1030,train,0,1,A,A,False,2867092.0,risk_normal,1,0.3195157998116264,0
166,Case1030,train,1,2,A,L,False,2867079.0,risk_normal,1,0.3195073275978922,12
167,Case1030,train,2,3,L,C,False,2867061.0,risk_normal,1,0.31949559684041395,2
168,Case1030,train,3,4,C,J,False,2867051.0,risk_normal,1,0.31948907975292606,10
169,Case1030,train,4,5,J,B,False,1296013.0,risk_normal,1,-0.7043701295273007,1
170,Case1030,train,5,6,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
171,Case1031,train,0,1,A,L,False,4324162.0,risk_high,0,1.26910106640985,12
172,Case1031,train,1,2,L,N,False,4324144.0,risk_high,0,1.2690893356523718,14
173,Case1031,train,2,3,N,L,False,3362255.0,risk_high,0,0.6422178589883141,12
174,Case1031,train,3,4,L,J,False,1832232.0,risk_high,0,-0.35491151596032533,10
175,Case1031,train,4,5,J,B,False,1832207.0,risk_high,0,-0.35492780867904505,1
176,Case1031,train,5,6,B,EOS,True,0.0,risk_high,0,-1.5489931401717885,5
177,Case1032,train,0,1,A,L,False,4407181.0,risk_high,0,1.3232052750255774,12
178,Case1032,train,1,2,L,N,False,4407172.0,risk_high,0,1.3231994096468385,14
179,Case1032,train,2,3,N,J,False,3898255.0,risk_high,0,0.9915337483393046,10
180,Case1032,train,3,4,J,B,False,1478909.0,risk_high,0,-0.5851752062087583,1
181,Case1032,train,4,5,B,EOS,True,0.0,risk_high,0,-1.5489931401717885,5
182,Case1033,val,0,1,A,L,False,4243542.0,risk_high,0,1.2165603070824678,12
183,Case1033,val,1,2,L,N,False,3541281.0,risk_high,0,0.7588906694490425,14
184,Case1033,val,2,3,N,J,False,3092606.0,risk_high,0,0.4664852465860654,10
185,Case1033,val,3,4,J,B,False,1474214.0,risk_high,0,-0.5882349787843234,1
186,Case1033,val,4,5,B,EOS,True,0.0,risk_high,0,-1.5489931401717885,5
187,Case1034,train,0,1,A,L,False,2678887.0,risk_normal,1,0.19686095474576226,12
188,Case1034,train,1,2,L,J,False,2678592.0,risk_normal,1,0.19666870066486947,10
189,Case1034,train,2,3,J,B,False,2666400.0,risk_normal,1,0.188723067599632,1
190,Case1034,train,3,4,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
191,Case1035,train,0,1,A,A,False,2777899.0,risk_normal,1,0.26138794138087473,0
192,Case1035,train,1,2,A,L,False,2765736.0,risk_normal,1,0.25346120786935217,12
193,Case1035,train,2,3,L,N,False,2765727.0,risk_normal,1,0.2534553424906131,14
194,Case1035,train,3,4,N,L,False,2707100.0,risk_normal,1,0.2152476136753509,12
195,Case1035,train,4,5,L,J,False,2592036.0,risk_normal,1,0.1402593982046748,10
196,Case1035,train,5,6,J,B,False,2592014.0,risk_normal,1,0.14024506061220143,1
197,Case1035,train,6,7,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
198,Case1036,train,0,1,A,L,False,2736162.0,risk_normal,1,0.2341875733326615,12
199,Case1036,train,1,2,L,N,False,2736154.0,risk_normal,1,0.23418235966267117,14
200,Case1036,train,2,3,N,L,False,2653524.0,risk_normal,1,0.18033166575022277,12
201,Case1036,train,3,4,L,J,False,2650090.0,risk_normal,1,0.1780936979068808,10
202,Case1036,train,4,5,J,B,False,2487634.0,risk_normal,1,0.07221970141358876,1
203,Case1036,train,5,6,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
204,Case1037,val,0,1,A,L,False,3978553.0,risk_high,0,1.0438646574495767,12
205,Case1037,val,1,2,L,J,False,3978084.0,risk_high,0,1.0435590060463946,10
206,Case1037,val,2,3,J,B,False,3975451.0,risk_high,0,1.0418430569108328,1
207,Case1037,val,3,4,B,EOS,True,0.0,risk_high,0,-1.5489931401717885,5
208,Case1038,train,0,1,A,L,False,3343461.0,risk_normal,1,0.6299696447635705,12
209,Case1038,train,1,2,L,J,False,3264036.0,risk_normal,1,0.5782076773909913,10
210,Case1038,train,2,3,J,B,False,3262828.0,risk_normal,1,0.5774204132224541,1
211,Case1038,train,3,4,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
212,Case1039,train,0,1,A,L,False,2851566.0,risk_normal,1,0.3093973697779259,12
213,Case1039,train,1,2,L,J,False,2849097.0,risk_normal,1,0.30778830087716547,10
214,Case1039,train,2,3,J,B,False,2749524.0,risk_normal,1,0.24289570563398227,1
215,Case1039,train,3,4,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
216,Case104,test,0,1,A,L,False,3197257.0,risk_normal,1,0.5346872188556,12
217,Case104,test,1,2,L,J,False,3193796.0,risk_normal,1,0.5324316548760407,10
218,Case104,test,2,3,J,B,False,3193692.0,risk_normal,1,0.5323638771661666,1
219,Case104,test,3,4,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
220,Case1040,train,0,1,A,L,False,3798175.0,risk_normal,1,0.9263107367604854,12
221,Case1040,train,1,2,L,J,False,3798161.0,risk_normal,1,0.9263016128380023,10
222,Case1040,train,2,3,J,B,False,3681323.0,risk_normal,1,0.8501572660469743,1
223,Case1040,train,3,4,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
224,Case1041,train,0,1,A,L,False,3283542.0,risk_normal,1,0.5909199082448727,12
225,Case1041,train,1,2,L,J,False,3283535.0,risk_normal,1,0.5909153462836312,10
226,Case1041,train,2,3,J,B,False,2772779.0,risk_normal,1,0.2580511925870742,1
227,Case1041,train,3,4,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
228,Case1042,test,0,1,A,L,False,2678849.0,risk_normal,1,0.19683618981330828,12
229,Case1042,test,1,2,L,J,False,2672563.0,risk_normal,1,0.1927395486184196,10
230,Case1042,test,2,3,J,B,False,2657152.0,risk_normal,1,0.18269606509082983,1
231,Case1042,test,3,4,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
232,Case1043,train,0,1,A,L,False,4064380.0,risk_high,0,1.099798864231904,12
233,Case1043,train,1,2,L,N,False,3693723.0,risk_high,0,0.8582384545319598,14
234,Case1043,train,2,3,N,J,False,3432251.0,risk_high,0,0.6878348645685601,10
235,Case1043,train,3,4,J,B,False,1296020.0,risk_high,0,-0.7043655675660593,1
236,Case1043,train,4,5,B,EOS,True,0.0,risk_high,0,-1.5489931401717885,5
237,Case1044,train,0,1,A,L,False,3801919.0,risk_normal,1,0.928750734315952,12
238,Case1044,train,1,2,L,J,False,3450572.0,risk_normal,1,0.6997748205551264,10
239,Case1044,train,2,3,J,L,False,3447608.0,risk_normal,1,0.6978431558237154,12
240,Case1044,train,3,4,L,N,False,3392957.0,risk_normal,1,0.6622266209936388,14
241,Case1044,train,4,5,N,L,False,3391536.0,risk_normal,1,0.6613005428616094,12
242,Case1044,train,5,6,L,J,False,3389055.0,risk_normal,1,0.6596836534558636,10
243,Case1044,train,6,7,J,B,False,3388943.0,risk_normal,1,0.6596106620759992,1
244,Case1044,train,7,8,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
245,Case1045,test,0,1,A,L,False,5098215.0,risk_high,0,1.773558178536347,12
246,Case1045,test,1,2,L,J,False,4826668.0,risk_high,0,1.5965886229288966,10
247,Case1045,test,2,3,J,B,False,4826590.0,risk_high,0,1.596537789646491,1
248,Case1045,test,3,4,B,EOS,True,0.0,risk_high,0,-1.5489931401717885,5
249,Case1046,val,0,1,A,L,False,3975001.0,risk_high,0,1.0415497879738775,12
250,Case1046,val,1,2,L,J,False,3974990.0,risk_high,0,1.041542619177641,10
251,Case1046,val,2,3,J,B,False,3969601.0,risk_high,0,1.038030560730416,1
252,Case1046,val,3,4,B,EOS,True,0.0,risk_high,0,-1.5489931401717885,5
253,Case1047,train,0,1,A,A,False,3801794.0,risk_normal,1,0.9286692707223533,0
254,Case1047,train,1,2,A,L,False,3725175.0,risk_normal,1,0.8787359980988766,12
255,Case1047,train,2,3,L,N,False,3717049.0,risk_normal,1,0.8734402128062159,14
256,Case1047,train,3,4,N,J,False,3716980.0,risk_normal,1,0.8733952449025494,10
257,Case1047,train,4,5,J,B,False,3704560.0,risk_normal,1,0.865301022242588,1
258,Case1047,train,5,6,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
259,Case1048,train,0,1,A,L,False,3189431.0,risk_normal,1,0.529586946187576,12
260,Case1048,train,1,2,L,N,False,3189419.0,risk_normal,1,0.5295791256825905,14
261,Case1048,train,2,3,N,L,False,3189390.0,risk_normal,1,0.5295602261288757,12
262,Case1048,train,3,4,L,J,False,1728582.0,risk_normal,1,-0.4224611277723219,10
263,Case1048,train,4,5,J,B,False,1728570.0,risk_normal,1,-0.4224689482773074,1
264,Case1048,train,5,6,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
265,Case1049,train,0,1,A,L,False,3801963.0,risk_normal,1,0.9287794095008987,12
266,Case1049,train,1,2,L,J,False,3801912.0,risk_normal,1,0.9287461723547105,10
267,Case1049,train,2,3,J,B,False,3360900.0,risk_normal,1,0.6413347936337047,1
268,Case1049,train,3,4,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
269,Case105,val,0,1,A,L,False,2790262.0,risk_normal,1,0.26944501664215514,12
270,Case105,val,1,2,L,N,False,2244142.0,risk_normal,1,-0.08646616524658178,14
271,Case105,val,2,3,N,J,False,1926194.0,risk_normal,1,-0.2936756585065981,10
272,Case105,val,3,4,J,B,False,1296019.0,risk_normal,1,-0.704366219274808,1
273,Case105,val,4,5,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
274,Case1050,test,0,1,A,L,False,3644273.0,risk_normal,1,0.8260114569043358,12
275,Case1050,test,1,2,L,N,False,3644242.0,risk_normal,1,0.8259912539331233,14
276,Case1050,test,2,3,N,L,False,3549521.0,risk_normal,1,0.7642607495390652,12
277,Case1050,test,3,4,L,J,False,2957942.0,risk_normal,1,0.37872353963912175,10
278,Case1050,test,4,5,J,L,False,2957930.0,risk_normal,1,0.37871571913413626,12
279,Case1050,test,5,6,L,N,False,1395328.0,risk_normal,1,-0.6396456751413052,14
280,Case1050,test,6,7,N,L,False,1312539.0,risk_normal,1,-0.693599990744811,12
281,Case1050,test,7,8,L,J,False,1296019.0,risk_normal,1,-0.704366219274808,10
282,Case1050,test,8,9,J,B,False,1296011.0,risk_normal,1,-0.7043714329447983,1
283,Case1050,test,9,10,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
284,Case1051,train,0,1,A,L,False,3208822.0,risk_normal,1,0.5422242305353466,12
285,Case1051,train,1,2,L,J,False,3184814.0,risk_normal,1,0.5265780068944164,10
286,Case1051,train,2,3,J,B,False,1296014.0,risk_normal,1,-0.704369477818552,1
287,Case1051,train,3,4,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
288,Case1052,train,0,1,A,L,False,5094273.0,risk_high,0,1.7709891426486202,12
289,Case1052,train,1,2,L,J,False,5087476.0,risk_high,0,1.7665594782831002,10
290,Case1052,train,2,3,J,B,False,5087392.0,risk_high,0,1.766504734748202,1
291,Case1052,train,3,4,B,EOS,True,0.0,risk_high,0,-1.5489931401717885,5
292,Case1053,val,0,1,A,A,False,3018404.0,risk_normal,1,0.41812715400841205,0
293,Case1053,val,1,2,A,L,False,3018388.0,risk_normal,1,0.4181167266684314,12
294,Case1053,val,2,3,L,N,False,2588256.0,risk_normal,1,0.13779593913425175,14
295,Case1053,val,3,4,N,J,False,2587992.0,risk_normal,1,0.13762388802457143,10
296,Case1053,val,4,5,J,B,False,1296017.0,risk_normal,1,-0.7043675226923056,1
297,Case1053,val,5,6,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
298,Case1054,val,0,1,A,L,False,3197966.0,risk_normal,1,0.5351492803584915,12
299,Case1054,val,1,2,L,N,False,3197942.0,risk_normal,1,0.5351336393485205,14
300,Case1054,val,2,3,N,J,False,2512985.0,risk_normal,1,0.08874116990414278,10
301,Case1054,val,3,4,J,B,False,1296018.0,risk_normal,1,-0.7043668709835568,1
302,Case1054,val,4,5,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
303,Case1055,train,0,1,A,L,False,2678836.0,risk_normal,1,0.19682771759957401,12
304,Case1055,train,1,2,L,J,False,2673060.0,risk_normal,1,0.19306344786656782,10
305,Case1055,train,2,3,J,B,False,2595704.0,risk_normal,1,0.14264986589523343,1
306,Case1055,train,3,4,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
307,Case1056,val,0,1,A,L,False,2678540.0,risk_normal,1,0.19663481180993242,12
308,Case1056,val,1,2,L,J,False,2678523.0,risk_normal,1,0.196623732761203,10
309,Case1056,val,2,3,J,B,False,2667255.0,risk_normal,1,0.18928027857984675,1
310,Case1056,val,3,4,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
311,Case1057,test,0,1,A,L,False,4639701.0,risk_high,0,1.4747405932940334,12
312,Case1057,test,1,2,L,H,False,4570823.0,risk_high,0,1.4298521980949335,8
313,Case1057,test,2,3,H,N,False,3952952.0,risk_high,0,1.0271802617718253,14
314,Case1057,test,3,4,N,J,False,3952917.0,risk_high,0,1.0271574519656177,10
