case_id,num_events,start_time,end_time,case_duration_seconds,final_event,final_status,split,outcome_label,outcome_label_id
Case107,5,2013-10-30 13:25:20,2013-12-03 08:20:56,2919336.0,B,a,val,risk_normal,1
Case1070,7,2012-11-23 08:40:05,2012-12-28 17:39:52,3056387.0,B,a,train,risk_normal,1
Case1071,4,2011-05-18 09:38:14,2011-07-01 09:40:32,3801738.0,B,a,test,risk_normal,1
Case1072,5,2012-07-17 10:43:08,2012-09-01 10:50:21,3974833.0,B,a,train,risk_normal,1
Case1073,4,2011-12-30 08:47:19,2012-02-08 08:50:32,3456193.0,B,a,train,risk_normal,1
Case1074,5,2011-10-28 10:45:32,2011-12-07 11:10:25,3457493.0,B,a,train,risk_normal,1
Case1075,4,2012-08-07 10:01:46,2012-09-20 08:54:27,3797561.0,B,a,test,risk_normal,1
Case1076,5,2012-04-24 15:48:55,2012-06-14 12:31:39,4394564.0,B,a,train,risk_high,0
Case1077,5,2010-09-01 15:21:14,2010-10-30 15:31:26,5098212.0,B,a,train,risk_high,0
Case1078,5,2011-02-09 11:06:02,2011-03-16 11:10:57,3024295.0,B,a,train,risk_normal,1
Case1079,5,2013-10-23 07:07:54,2013-12-03 15:53:16,3573922.0,B,a,train,risk_normal,1
Case108,4,2011-01-12 11:28:16,2011-02-25 08:13:02,3789886.0,B,a,train,risk_normal,1
Case1080,7,2010-06-09 10:33:30,2010-07-15 15:54:29,3129659.0,B,a,val,risk_normal,1
Case1081,5,2011-11-14 10:15:37,2011-12-28 09:20:21,3798284.0,B,a,test,risk_normal,1
Case1082,4,2011-08-22 09:38:09,2011-10-19 13:03:55,5023546.0,B,a,test,risk_high,0
Case1083,5,2012-02-28 16:02:22,2012-03-30 15:10:24,2675282.0,B,a,train,risk_normal,1
Case1084,4,2012-04-24 08:13:17,2012-06-14 07:20:36,4403239.0,B,a,test,risk_high,0
Case1085,8,2010-09-30 09:29:04,2010-11-18 09:20:48,4233104.0,B,a,val,risk_high,0
Case1086,4,2012-07-24 07:42:04,2012-09-08 07:51:51,3974987.0,B,a,val,risk_high,0
Case1087,7,2013-01-28 11:21:15,2013-02-28 11:24:00,2678565.0,B,a,train,risk_normal,1
Case1088,3,2013-04-02 12:24:40,2013-05-03 09:24:29,2667589.0,B,a,train,risk_normal,1
Case1089,6,2011-03-10 14:37:52,2011-04-29 10:27:10,4304958.0,B,a,train,risk_high,0
Case109,6,2010-09-24 15:35:31,2010-11-23 09:34:09,5162318.0,B,a,train,risk_high,0
Case1090,4,2012-05-28 14:40:01,2012-06-28 14:50:42,2679041.0,B,a,train,risk_normal,1
Case1091,4,2011-11-22 11:03:51,2011-12-24 14:00:27,2775396.0,B,a,train,risk_normal,1
Case1092,3,2012-07-12 13:22:39,2012-09-03 13:30:39,4579680.0,B,a,test,risk_high,0
Case1093,3,2012-01-13 16:27:38,2012-02-17 16:30:54,3024196.0,B,a,test,risk_normal,1
Case1094,4,2012-06-13 07:45:34,2012-07-27 07:50:32,3801898.0,B,a,train,risk_normal,1
Case1095,4,2011-09-26 15:01:58,2011-11-11 16:12:58,3978660.0,B,a,train,risk_high,0
Case1096,4,2012-11-21 16:09:29,2012-12-27 09:44:41,3087312.0,B,a,train,risk_normal,1
Case1097,7,2010-04-08 13:02:28,2010-05-21 13:36:47,3717259.0,B,a,train,risk_normal,1
Case1098,5,2011-07-08 13:48:51,2011-08-10 13:50:19,2851288.0,B,a,val,risk_normal,1
Case1099,4,2010-06-23 15:01:22,2010-08-06 15:11:06,3802184.0,B,a,train,risk_normal,1
Case11,4,2011-12-21 15:24:41,2012-01-21 15:30:31,2678750.0,B,a,val,risk_normal,1
Case110,4,2010-12-16 09:33:24,2011-02-13 09:40:36,5098032.0,B,a,train,risk_high,0
Case1100,6,2010-10-22 12:35:14,2010-12-04 15:41:48,3726394.0,B,a,train,risk_normal,1
Case1101,4,2012-08-02 09:12:34,2012-09-09 14:51:02,3303508.0,B,a,train,risk_normal,1
Case1102,5,2012-07-31 13:05:19,2012-09-07 13:11:10,3283551.0,B,a,train,risk_normal,1
Case1103,4,2012-07-26 10:09:20,2012-09-08 10:10:41,3801681.0,B,a,train,risk_normal,1
Case1104,4,2012-12-14 15:08:04,2013-02-07 09:39:18,4732274.0,B,a,test,risk_high,0
Case1105,6,2011-10-18 12:06:24,2011-12-10 13:10:36,4583052.0,B,a,train,risk_high,0
Case1106,4,2012-07-18 08:23:30,2012-09-02 08:30:17,3974807.0,B,a,train,risk_normal,1
Case1107,4,2011-10-13 07:17:13,2011-11-15 08:20:41,2855008.0,B,a,test,risk_normal,1
Case1108,4,2011-03-01 08:24:41,2011-04-03 07:31:40,2848019.0,B,a,train,risk_normal,1
Case1109,5,2013-04-19 14:15:35,2013-05-21 07:34:36,2740741.0,B,a,train,risk_normal,1
Case111,8,2010-06-29 14:00:48,2010-08-05 14:10:24,3197376.0,B,a,test,risk_normal,1
Case1110,5,2013-07-10 09:39:15,2013-08-10 08:17:19,2673484.0,B,a,train,risk_normal,1
Case1111,6,2012-11-29 10:43:04,2013-01-11 08:18:00,3706496.0,B,a,train,risk_normal,1
Case1112,6,2012-07-31 14:43:10,2012-09-21 14:38:38,4492528.0,B,a,train,risk_high,0
Case1113,5,2013-10-15 15:19:24,2013-12-04 08:24:18,4295094.0,B,a,val,risk_high,0
Case1114,11,2011-05-25 09:38:13,2011-07-07 13:02:33,3727460.0,B,a,train,risk_normal,1
Case1115,4,2012-02-28 10:47:09,2012-04-14 09:51:26,3971057.0,B,a,train,risk_normal,1
Case1116,4,2012-07-30 15:42:21,2012-09-12 15:03:35,3799274.0,B,a,train,risk_normal,1
Case1117,4,2011-10-26 15:30:54,2011-11-26 16:40:24,2682570.0,B,a,train,risk_normal,1
Case1118,5,2011-09-05 14:28:02,2011-10-06 14:31:07,2678585.0,B,a,train,risk_normal,1
Case1119,4,2011-05-26 08:26:22,2011-07-09 08:30:30,3801848.0,B,a,train,risk_normal,1
Case112,4,2011-10-06 07:50:55,2011-11-08 09:00:20,2855365.0,B,a,train,risk_normal,1
Case1120,4,2012-01-05 08:26:10,2012-02-12 08:31:29,3283519.0,B,a,train,risk_normal,1
Case1121,4,2010-04-28 13:40:05,2010-05-29 13:50:19,2679014.0,B,a,val,risk_normal,1
Case1122,4,2012-07-31 07:20:05,2012-09-07 07:30:20,3283815.0,B,a,train,risk_normal,1
Case1123,4,2010-11-16 10:40:24,2010-12-30 10:50:27,3802203.0,B,a,val,risk_normal,1
Case1124,4,2013-02-06 11:13:49,2013-03-09 14:29:52,2690163.0,B,a,train,risk_normal,1
Case1125,4,2012-05-17 14:34:02,2012-06-19 14:41:18,2851636.0,B,a,train,risk_normal,1
Case1126,4,2012-01-10 13:31:21,2012-02-10 13:41:18,2678997.0,B,a,train,risk_normal,1
Case1127,4,2012-01-18 09:39:21,2012-02-18 09:40:18,2678457.0,B,a,train,risk_normal,1
Case1128,4,2012-04-11 12:51:59,2012-05-12 13:00:18,2678899.0,B,a,train,risk_normal,1
Case1129,6,2013-11-25 13:18:40,2014-01-02 09:49:27,3270647.0,B,a,test,risk_normal,1
Case113,5,2010-05-06 15:51:48,2010-06-09 14:11:39,2931591.0,B,a,train,risk_normal,1
Case1130,4,2010-02-09 16:07:04,2010-03-29 15:11:23,4143859.0,B,a,train,risk_high,0
Case1131,4,2012-03-28 09:03:55,2012-04-28 09:10:22,2678787.0,B,a,train,risk_normal,1
Case1132,4,2012-01-11 10:52:28,2012-02-24 11:00:23,3802075.0,B,a,test,risk_normal,1
Case1133,4,2012-01-18 10:23:55,2012-03-04 10:31:13,3974838.0,B,a,train,risk_normal,1
Case1134,4,2012-07-17 07:22:25,2012-09-01 08:14:21,3977516.0,B,a,train,risk_high,0
Case1135,5,2012-06-08 08:03:05,2012-07-28 13:19:53,4339008.0,B,a,train,risk_high,0
Case1136,3,2012-06-12 08:23:44,2012-07-26 08:30:38,3802014.0,B,a,train,risk_normal,1
Case1137,4,2012-06-18 10:44:18,2012-08-03 10:50:34,3974776.0,B,a,train,risk_normal,1
Case1138,4,2012-01-09 16:23:38,2012-03-08 16:30:40,5098022.0,B,a,train,risk_high,0
Case1139,4,2011-12-13 15:51:46,2012-01-13 16:00:22,2678916.0,B,a,train,risk_normal,1
Case114,7,2013-09-11 12:51:59,2013-10-22 10:36:06,3534247.0,B,a,train,risk_normal,1
Case1140,6,2011-01-19 09:17:21,2011-03-05 14:20:39,3906198.0,B,a,train,risk_normal,1
Case1141,12,2010-08-11 12:41:35,2010-10-05 09:04:36,4738981.0,B,a,test,risk_high,0
Case1142,7,2013-03-05 16:34:50,2013-05-03 07:23:28,5064518.0,B,a,test,risk_high,0
Case1143,4,2012-07-23 11:01:18,2012-09-14 11:00:39,4579161.0,B,a,train,risk_high,0
Case1144,6,2013-02-14 11:50:14,2013-03-22 16:50:54,3128440.0,B,a,train,risk_normal,1
Case1145,5,2012-10-16 08:57:53,2012-11-23 13:34:43,3299810.0,B,a,train,risk_normal,1
Case1146,4,2011-04-04 10:13:39,2011-05-05 10:20:21,2678802.0,B,a,test,risk_normal,1
Case1147,4,2011-01-11 11:54:55,2011-03-11 12:00:54,5097959.0,B,a,train,risk_high,0
Case1148,4,2010-12-14 11:04:53,2011-01-27 11:10:35,3801942.0,B,a,train,risk_normal,1
Case1149,4,2011-10-25 07:25:02,2011-12-08 08:31:06,3805564.0,B,a,train,risk_normal,1
Case115,5,2013-02-14 11:54:22,2013-04-05 12:53:14,4323532.0,B,a,train,risk_high,0
Case1150,4,2010-10-11 08:44:04,2010-11-11 09:50:24,2682380.0,B,a,train,risk_normal,1
Case1151,4,2010-05-24 16:34:26,2010-07-14 16:18:25,4405439.0,B,a,train,risk_high,0
Case1152,4,2010-10-05 08:03:32,2010-11-05 09:11:01,2682449.0,B,a,train,risk_normal,1
Case1153,5,2012-01-10 15:57:01,2012-03-01 17:04:42,4410461.0,B,a,train,risk_high,0
Case1154,6,2012-05-21 07:18:26,2012-06-21 07:30:37,2679131.0,B,a,val,risk_normal,1
Case1155,6,2010-09-16 12:40:30,2010-11-14 14:01:36,5102466.0,B,a,train,risk_high,0
Case1156,5,2013-11-04 14:54:01,2014-01-03 10:02:38,5166517.0,B,a,train,risk_high,0
Case1157,4,2011-09-14 15:45:59,2011-10-28 15:51:18,3801919.0,B,a,train,risk_normal,1
Case1158,7,2011-06-23 07:35:48,2011-08-05 13:34:19,3736711.0,B,a,train,risk_normal,1
Case1159,5,2013-11-20 11:53:42,2013-12-21 14:04:11,2686229.0,B,a,train,risk_normal,1
Case116,4,2011-04-08 13:02:03,2011-05-30 13:11:18,4493355.0,B,a,train,risk_high,0
Case1160,4,2011-04-14 07:32:36,2011-05-28 07:40:40,3802084.0,B,a,train,risk_normal,1
Case1161,4,2012-07-18 09:00:13,2012-09-01 08:14:21,3885248.0,B,a,train,risk_normal,1
Case1162,4,2011-01-26 14:45:02,2011-03-13 14:50:35,3974733.0,B,a,test,risk_normal,1
Case1163,3,2012-07-24 07:38:39,2012-09-06 07:40:23,3801704.0,B,a,test,risk_normal,1
Case1164,4,2013-03-01 16:50:10,2013-04-11 07:27:14,3508624.0,B,a,train,risk_normal,1
Case1165,4,2010-09-15 07:50:56,2010-10-29 08:00:22,3802166.0,B,a,train,risk_normal,1
Case1166,4,2010-10-25 13:16:01,2010-11-26 14:22:13,2768772.0,B,a,train,risk_normal,1
Case1167,6,2011-02-14 09:03:48,2011-04-12 10:32:07,4930099.0,B,a,train,risk_high,0
Case1168,6,2011-06-17 15:59:46,2011-08-03 07:57:38,4031872.0,B,a,test,risk_high,0
Case1169,3,2012-07-30 15:03:11,2012-09-14 15:11:18,3974887.0,B,a,train,risk_normal,1
Case117,4,2012-07-19 10:59:25,2012-09-06 11:00:48,4233683.0,B,a,test,risk_high,0
Case1170,4,2011-01-31 09:12:34,2011-03-03 09:20:27,2678873.0,B,a,train,risk_normal,1
Case1171,4,2011-12-13 08:19:55,2012-01-28 08:21:08,3974473.0,B,a,train,risk_normal,1
Case1172,5,2012-03-19 10:50:29,2012-04-19 12:10:39,2683210.0,B,a,val,risk_normal,1
Case1173,9,2010-06-22 14:33:44,2010-07-30 10:19:31,3267947.0,B,a,test,risk_normal,1
Case1174,4,2011-05-18 08:34:39,2011-07-07 08:40:29,4320350.0,B,a,train,risk_high,0
Case1175,6,2012-01-11 15:59:39,2012-02-26 16:00:27,3974448.0,B,a,test,risk_normal,1
Case1176,5,2012-11-29 08:35:40,2013-01-26 10:53:51,5019491.0,B,a,val,risk_high,0
Case1177,4,2011-12-12 10:23:38,2012-01-12 10:30:18,2678800.0,B,a,train,risk_normal,1
Case1178,4,2011-04-05 08:07:00,2011-05-08 08:10:44,2851424.0,B,a,test,risk_normal,1
Case1179,5,2012-10-10 10:42:01,2012-11-24 16:01:14,3907153.0,B,a,train,risk_normal,1
Case118,4,2011-03-07 11:02:24,2011-04-13 10:10:26,3193682.0,B,a,val,risk_normal,1
Case1180,6,2010-07-01 14:30:32,2010-08-25 16:07:18,4757806.0,B,a,train,risk_high,0
Case1181,4,2012-02-13 09:15:33,2012-03-21 09:20:34,3197101.0,B,a,train,risk_normal,1
Case1182,4,2011-03-04 09:29:57,2011-04-06 08:32:32,2847755.0,B,a,test,risk_normal,1
Case1183,6,2010-07-08 15:35:41,2010-08-21 15:40:29,3801888.0,B,a,test,risk_normal,1
Case1184,4,2010-05-20 13:58:47,2010-06-23 14:00:18,2937691.0,B,a,test,risk_normal,1
Case1185,4,2012-08-10 06:49:50,2012-09-14 16:00:28,3057038.0,B,a,test,risk_normal,1
Case1186,4,2011-10-05 08:59:00,2011-11-05 10:00:22,2682082.0,B,a,train,risk_normal,1
Case1187,4,2012-07-24 07:22:02,2012-09-08 07:30:31,3974909.0,B,a,train,risk_high,0
Case1188,4,2012-05-03 15:51:50,2012-06-09 16:00:44,3197334.0,B,a,train,risk_normal,1
Case1189,6,2011-03-04 09:10:16,2011-04-29 08:43:32,4836796.0,B,a,train,risk_high,0
Case119,4,2011-12-05 14:22:17,2012-02-02 14:30:45,5098108.0,B,a,train,risk_high,0
Case1190,5,2012-01-02 10:49:47,2012-02-17 10:50:35,3974448.0,B,a,val,risk_normal,1
Case1191,6,2010-02-08 15:06:58,2010-03-28 08:10:03,4122185.0,B,a,train,risk_high,0
Case1192,3,2012-03-27 09:53:32,2012-05-10 10:00:20,3802008.0,B,a,train,risk_normal,1
Case1193,4,2013-01-25 09:16:39,2013-03-07 16:27:00,3568221.0,B,a,train,risk_normal,1
Case1194,5,2011-01-10 10:50:41,2011-03-10 11:00:47,5098206.0,B,a,train,risk_high,0
Case1195,4,2012-01-24 13:27:17,2012-03-08 10:01:56,3789279.0,B,a,train,risk_normal,1
Case1196,4,2010-02-02 10:17:37,2010-03-20 10:20:28,3974571.0,B,a,train,risk_normal,1
Case1197,6,2011-12-20 09:21:55,2012-02-05 13:50:46,4076931.0,B,a,train,risk_high,0
Case1198,4,2012-03-07 15:57:18,2012-04-28 15:00:45,4489407.0,B,a,test,risk_high,0
Case1199,4,2012-02-21 15:27:29,2012-03-23 15:31:22,2678633.0,B,a,train,risk_normal,1
Case12,4,2013-03-18 10:47:34,2013-04-18 07:13:53,2665579.0,B,a,train,risk_normal,1
Case120,5,2012-04-24 14:07:03,2012-05-25 15:41:47,2684084.0,B,a,val,risk_normal,1
Case1200,4,2011-06-08 13:51:32,2011-07-09 14:00:19,2678927.0,B,a,val,risk_normal,1
Case1201,4,2012-05-15 07:07:16,2012-07-07 07:10:57,4579421.0,B,a,val,risk_high,0
Case1202,5,2010-09-06 10:26:13,2010-11-04 11:30:36,5101463.0,B,a,test,risk_high,0
Case1203,4,2011-09-08 13:30:42,2011-10-18 10:39:25,3445723.0,B,a,train,risk_normal,1
Case1204,8,2010-06-30 09:08:26,2010-08-20 10:54:20,4412754.0,B,a,val,risk_high,0
Case1205,4,2011-06-13 09:22:41,2011-07-16 09:32:26,2851785.0,B,a,train,risk_normal,1
Case1206,4,2011-03-03 14:28:56,2011-04-05 13:32:25,2847809.0,B,a,train,risk_normal,1
Case1207,5,2011-05-04 13:49:39,2011-06-08 09:31:44,3008525.0,B,a,train,risk_normal,1
Case1208,4,2012-02-10 08:59:22,2012-04-06 08:00:36,4834874.0,B,a,train,risk_high,0
Case1209,4,2011-04-18 10:48:58,2011-06-10 10:50:45,4579307.0,B,a,train,risk_high,0
Case121,4,2011-02-09 13:28:58,2011-04-02 14:15:17,4495579.0,B,a,train,risk_high,0
Case1210,4,2013-06-27 10:48:58,2013-08-07 09:41:00,3538322.0,B,a,train,risk_normal,1
Case1211,5,2010-05-24 12:25:24,2010-06-25 12:30:29,2765105.0,B,a,train,risk_normal,1
Case1212,4,2011-05-19 15:29:29,2011-06-21 15:30:25,2851256.0,B,a,val,risk_normal,1
Case1213,4,2011-01-04 14:22:59,2011-02-20 09:45:50,4044171.0,B,a,train,risk_high,0
Case1214,5,2011-03-15 09:06:36,2011-04-17 08:11:02,2847866.0,B,a,test,risk_normal,1
Case1215,4,2012-02-07 10:27:05,2012-03-09 10:32:07,2678702.0,B,a,train,risk_normal,1
Case1216,4,2012-06-01 08:26:11,2012-07-04 08:30:28,2851457.0,B,a,train,risk_normal,1
Case1217,4,2012-01-11 11:00:46,2012-02-14 08:29:19,2928513.0,B,a,val,risk_normal,1
Case1218,6,2010-07-28 16:07:39,2010-09-11 12:56:45,3876546.0,B,a,val,risk_normal,1
Case1219,4,2012-01-25 16:22:05,2012-03-11 16:30:25,3974900.0,B,a,val,risk_high,0
Case122,4,2011-02-14 15:23:08,2011-03-30 14:30:33,3798445.0,B,a,train,risk_normal,1
Case1220,4,2010-10-21 12:42:29,2010-12-09 13:50:32,4237683.0,B,a,test,risk_high,0
Case1221,5,2013-05-10 12:41:48,2013-06-21 07:05:34,3608626.0,B,a,train,risk_normal,1
Case1222,4,2011-09-27 12:49:52,2011-11-05 08:34:57,3354305.0,B,a,train,risk_normal,1
Case1223,6,2010-01-26 11:36:21,2010-03-11 11:40:48,3801867.0,B,a,train,risk_normal,1
Case1224,4,2010-11-04 08:56:44,2010-12-18 09:00:55,3801851.0,B,a,train,risk_normal,1
Case1225,3,2011-08-03 12:14:54,2011-10-01 12:20:25,5097931.0,B,a,train,risk_high,0
Case1226,3,2011-10-28 08:12:21,2011-11-30 09:20:33,2855292.0,B,a,val,risk_normal,1
Case1227,8,2011-02-17 08:20:28,2011-04-16 13:20:14,5029186.0,B,a,train,risk_high,0
Case1228,4,2011-03-08 13:29:52,2011-05-06 12:30:37,5094045.0,B,a,train,risk_high,0
Case1229,4,2012-01-18 13:49:23,2012-02-24 13:50:30,3196867.0,B,a,val,risk_normal,1
Case123,6,2011-05-06 07:33:07,2011-06-19 08:30:40,3805053.0,B,a,train,risk_normal,1
Case1230,4,2012-07-23 15:34:10,2012-09-20 14:49:47,5094937.0,B,a,train,risk_high,0
Case1231,4,2010-10-26 08:10:17,2010-11-27 09:20:23,2769006.0,B,a,train,risk_normal,1
Case1232,4,2010-10-19 13:44:24,2010-12-03 14:50:21,3891957.0,B,a,train,risk_normal,1
Case1233,4,2012-06-26 07:05:06,2012-07-27 07:10:38,2678732.0,B,a,test,risk_normal,1
Case1234,5,2011-07-21 13:31:45,2011-08-23 15:00:21,2856516.0,B,a,test,risk_normal,1
Case1235,6,2013-11-22 08:17:09,2013-12-25 08:08:46,2850697.0,B,a,train,risk_normal,1
