sample_id,case_id,split,prefix_end_index,prefix_length,current_event,next_activity,is_terminal_prefix,remaining_time_seconds,outcome_label,outcome_label_id,remaining_time_norm,next_activity_id
53,1-270427461,train,3,4,Ae,Bd,False,127.0,risk_high,0,-0.6406279687787799,4
54,1-270427461,train,4,5,Bd,EOS,True,0.0,risk_high,0,-0.640635101895311,7
55,1-310231291,train,0,1,Ae,Ae,False,87017056.0,risk_high,0,4.246788525230369,1
56,1-310231291,train,1,2,Ae,Bd,False,92.0,risk_high,0,-0.6406299345982963,4
57,1-310231291,train,2,3,Bd,EOS,True,0.0,risk_high,0,-0.640635101895311,7
58,1-316086072,train,0,1,Ae,Cb,False,79708350.0,risk_high,0,3.836285756806266,5
59,1-316086072,train,1,2,Cb,Aa,False,79707729.0,risk_high,0,3.8362508775514166,0
60,1-316086072,train,2,3,Aa,Cb,False,79696556.0,risk_high,0,3.835623331795492,5
61,1-316086072,train,3,4,Cb,Ae,False,55502488.0,risk_high,0,2.476732730170388,1
62,1-316086072,train,4,5,Ae,Ag,False,52999009.0,risk_high,0,2.3361216479635507,2
63,1-316086072,train,5,6,Ag,Cb,False,12179813.0,risk_high,0,0.04345958673874838,5
64,1-316086072,train,6,7,Cb,Ae,False,6426981.0,risk_high,0,-0.27965553956114253,1
65,1-316086072,train,7,8,Ae,Bd,False,381361.0,risk_high,0,-0.6192154762777278,4
66,1-316086072,train,8,9,Bd,EOS,True,0.0,risk_high,0,-0.640635101895311,7
67,1-320604521,train,0,1,Ae,Df,False,83454499.0,risk_high,0,4.046692980113536,6
68,1-320604521,train,1,2,Df,Bd,False,82860233.0,risk_high,0,4.013315274377347,4
69,1-320604521,train,2,3,Bd,EOS,True,0.0,risk_high,0,-0.640635101895311,7
70,1-322204195,train,0,1,Cb,Ae,False,84716479.0,risk_high,0,4.117573691924334,1
71,1-322204195,train,1,2,Ae,Ag,False,83720232.0,risk_high,0,4.061618212044009,2
72,1-322204195,train,2,3,Ag,Cb,False,83720221.0,risk_high,0,4.061617594215019,5
73,1-322204195,train,3,4,Cb,Cb,False,67128849.0,risk_high,0,3.1297420832895346,5
74,1-322204195,train,4,5,Cb,Ae,False,67128700.0,risk_high,0,3.1297337145150217,1
75,1-322204195,train,5,6,Ae,Ag,False,66790653.0,risk_high,0,3.1107468747984615,2
76,1-322204195,train,6,7,Ag,Ae,False,66790387.0,risk_high,0,3.1107319345701363,1
77,1-322204195,train,7,8,Ae,Ag,False,18903257.0,risk_high,0,0.4210903705388392,2
78,1-322204195,train,8,9,Ag,Bd,False,3672.0,risk_high,0,-0.6404288593448988,4
79,1-322204195,train,9,10,Bd,EOS,True,0.0,risk_high,0,-0.640635101895311,7
80,1-322581861,test,0,1,Ae,Df,False,78361413.0,risk_high,0,3.760633327033765,6
81,1-322581861,test,1,2,Df,Bd,False,73172757.0,risk_high,0,3.469205863348629,4
82,1-322581861,test,2,3,Bd,EOS,True,0.0,risk_high,0,-0.640635101895311,7
83,1-322980802,train,0,1,Ae,Bd,False,75078508.0,risk_high,0,3.5762447921859644,4
84,1-322980802,train,1,2,Bd,EOS,True,0.0,risk_high,0,-0.640635101895311,7
85,1-323264491,train,0,1,Ae,Aa,False,84227744.0,risk_high,0,4.0901232690278935,0
86,1-323264491,train,1,2,Aa,Bd,False,84227552.0,risk_high,0,4.090112485103688,4
87,1-323264491,train,2,3,Bd,EOS,True,0.0,risk_high,0,-0.640635101895311,7
88,1-323462732,val,0,1,Ae,Aa,False,81122951.0,risk_high,0,3.9157386212005245,0
89,1-323462732,val,1,2,Aa,Ae,False,72234081.0,risk_high,0,3.416483931907788,1
90,1-323462732,val,2,3,Ae,Aa,False,65985918.0,risk_high,0,3.0655479099820124,0
91,1-323462732,val,3,4,Aa,Ae,False,45523543.0,risk_high,0,1.9162525920376101,1
92,1-323462732,val,4,5,Ae,Ae,False,45517250.0,risk_high,0,1.9158991376885512,1
93,1-323462732,val,5,6,Ae,Aa,False,1735251.0,risk_high,0,-0.5431725224167148,0
94,1-323462732,val,6,7,Aa,Ae,False,1734954.0,risk_high,0,-0.5431892037994687,1
95,1-323462732,val,7,8,Ae,Bd,False,24.0,risk_high,0,-0.6406337539047855,4
96,1-323462732,val,8,9,Bd,EOS,True,0.0,risk_high,0,-0.640635101895311,7
97,1-327329880,train,0,1,Ae,Ag,False,72545643.0,risk_high,0,3.43398320791311,2
98,1-327329880,train,1,2,Ag,Ae,False,68325740.0,risk_high,0,3.196966988628714,1
99,1-327329880,train,2,3,Ae,Ae,False,13166689.0,risk_high,0,0.09888873248510968,1
100,1-327329880,train,3,4,Ae,Bd,False,3.0,risk_high,0,-0.6406349333964954,4
101,1-327329880,train,4,5,Bd,EOS,True,0.0,risk_high,0,-0.640635101895311,7
102,1-329451027,train,0,1,Ag,Df,False,76536403.0,risk_high,0,3.6581293191558077,6
103,1-329451027,train,1,2,Df,Cb,False,76467387.0,risk_high,0,3.654252947734443,5
104,1-329451027,train,2,3,Cb,Ae,False,65567371.0,risk_high,0,3.0420396853776017,1
105,1-329451027,train,3,4,Ae,Ag,False,65567263.0,risk_high,0,3.0420336194202364,2
106,1-329451027,train,4,5,Ag,Aa,False,65567255.0,risk_high,0,3.0420331700900616,0
107,1-329451027,train,5,6,Aa,Aa,False,30591813.0,risk_high,0,1.0775929849387291,0
108,1-329451027,train,6,7,Aa,Ag,False,30591725.0,risk_high,0,1.077588042306802,2
109,1-329451027,train,7,8,Ag,Ae,False,10636346.0,risk_high,0,-0.043231200450015994,1
110,1-329451027,train,8,9,Ae,Bd,False,3.0,risk_high,0,-0.6406349333964954,4
111,1-329451027,train,9,10,Bd,EOS,True,0.0,risk_high,0,-0.640635101895311,7
112,1-329647261,val,0,1,Ae,Ag,False,70326781.0,risk_high,0,3.309358001515282,2
113,1-329647261,val,1,2,Ag,Cb,False,70326772.0,risk_high,0,3.3093574960188348,5
114,1-329647261,val,2,3,Cb,Ae,False,59425918.0,risk_high,0,2.6970971663261425,1
115,1-329647261,val,3,4,Ae,Ae,False,59425875.0,risk_high,0,2.6970947511764507,1
116,1-329647261,val,4,5,Ae,Ag,False,59359890.0,risk_high,0,2.6933886197252113,2
117,1-329647261,val,5,6,Ag,Aa,False,50495018.0,risk_high,0,2.1954818086255012,0
118,1-329647261,val,6,7,Aa,Ag,False,24450217.0,risk_high,0,0.7326424341103884,2
119,1-329647261,val,7,8,Ag,Bd,False,4914002.0,risk_high,0,-0.36463392945225753,4
120,1-329647261,val,8,9,Bd,EOS,True,0.0,risk_high,0,-0.640635101895311,7
121,1-330634474,train,0,1,Ae,Aa,False,76194326.0,risk_high,0,3.6389161293634955,0
122,1-330634474,train,1,2,Aa,Cb,False,76193837.0,risk_high,0,3.638888664056537,5
123,1-330634474,train,2,3,Cb,Ae,False,65567440.0,risk_high,0,3.0420435608503626,1
124,1-330634474,train,3,4,Ae,Ag,False,65567345.0,risk_high,0,3.042038225054532,2
125,1-330634474,train,4,5,Ag,Bd,False,65567333.0,risk_high,0,3.0420375510592694,4
126,1-330634474,train,5,6,Bd,EOS,True,0.0,risk_high,0,-0.640635101895311,7
127,1-331478885,train,0,1,Ae,Ae,False,76039922.0,risk_high,0,3.6302438323172392,1
128,1-331478885,train,1,2,Ae,Aa,False,65730455.0,risk_high,0,3.051199505663939,0
129,1-331478885,train,2,3,Aa,Aa,False,65730432.0,risk_high,0,3.0511982138396854,0
130,1-331478885,train,3,4,Aa,Aa,False,58641272.0,risk_high,0,2.6530265257458674,0
131,1-331478885,train,4,5,Aa,Ae,False,52004371.0,risk_high,0,2.280256539614711,1
132,1-331478885,train,5,6,Ae,Bd,False,31.0,risk_high,0,-0.6406333607408822,4
133,1-331478885,train,6,7,Bd,EOS,True,0.0,risk_high,0,-0.640635101895311,7
134,1-332389008,train,0,1,Cb,Ae,False,76539802.0,risk_high,0,3.6583202283139915,1
135,1-332389008,train,1,2,Ae,Ag,False,75268786.0,risk_high,0,3.5869319980703165,2
136,1-332389008,train,2,3,Ag,Ae,False,50208980.0,risk_high,0,2.1794161205441234,1
137,1-332389008,train,3,4,Ae,Ag,False,33011330.0,risk_high,0,1.2134882346244027,2
138,1-332389008,train,4,5,Ag,Bd,False,8632090.0,risk_high,0,-0.1558027879007384,4
139,1-332389008,train,5,6,Bd,EOS,True,0.0,risk_high,0,-0.640635101895311,7
140,1-333164156,train,0,1,Ae,Ae,False,75074633.0,risk_high,0,3.5760271478823564,1
141,1-333164156,train,1,2,Ae,Cb,False,48388288.0,risk_high,0,2.077154638628225,5
142,1-333164156,train,2,3,Cb,Aa,False,43518181.0,risk_high,0,1.8036188846901677,0
143,1-333164156,train,3,4,Aa,Aa,False,42582898.0,risk_high,0,1.7510875254098792,0
144,1-333164156,train,4,5,Aa,Ag,False,38695816.0,risk_high,0,1.532764620905101,2
145,1-333164156,train,5,6,Ag,Ae,False,38341898.0,risk_high,0,1.5128863662872354,1
146,1-333164156,train,6,7,Ae,Cb,False,27288004.0,risk_high,0,0.8920303503431567,5
147,1-333164156,train,7,8,Cb,Ae,False,27287776.0,risk_high,0,0.8920175444331637,1
148,1-333164156,train,8,9,Ae,Cb,False,18822079.0,risk_high,0,0.4165309049186416,5
149,1-333164156,train,9,10,Cb,Aa,False,18822037.0,risk_high,0,0.4165285459352218,0
150,1-333164156,train,10,11,Aa,Ae,False,18821987.0,risk_high,0,0.41652573762162687,1
151,1-333164156,train,11,12,Ae,Bd,False,13459070.0,risk_high,0,0.11531068322914122,4
152,1-333164156,train,12,13,Bd,EOS,True,0.0,risk_high,0,-0.640635101895311,7
153,1-335260940,train,0,1,Ae,Cb,False,67840918.0,risk_high,0,3.169736344354213,5
154,1-335260940,train,1,2,Cb,Ae,False,67318900.0,risk_high,0,3.140416539430166,1
155,1-335260940,train,2,3,Ae,Df,False,58322775.0,risk_high,0,2.635137736644928,6
156,1-335260940,train,3,4,Df,Bd,False,58322765.0,risk_high,0,2.635137174982209,4
157,1-335260940,train,4,5,Bd,EOS,True,0.0,risk_high,0,-0.640635101895311,7
158,1-337229341,train,0,1,Df,Aa,False,74495527.0,risk_high,0,3.543500922828153,0
159,1-337229341,train,1,2,Aa,Ae,False,43392572.0,risk_high,0,1.7965638954432364,1
160,1-337229341,train,2,3,Ae,Bd,False,21.0,risk_high,0,-0.6406339224036012,4
161,1-337229341,train,3,4,Bd,EOS,True,0.0,risk_high,0,-0.640635101895311,7
162,1-338946805,train,0,1,Ae,Ae,False,65387080.0,risk_high,0,3.0319134120507023,1
163,1-338946805,train,1,2,Ae,Bd,False,74.0,risk_high,0,-0.6406309455911905,4
164,1-338946805,train,2,3,Bd,EOS,True,0.0,risk_high,0,-0.640635101895311,7
165,1-339798202,train,0,1,Ae,Ae,False,70845743.0,risk_high,0,3.338506162312407,1
166,1-339798202,train,1,2,Ae,Bd,False,22.0,risk_high,0,-0.6406338662373293,4
167,1-339798202,train,2,3,Bd,EOS,True,0.0,risk_high,0,-0.640635101895311,7
168,1-339889001,train,0,1,Ae,Ae,False,70734003.0,risk_high,0,3.332230143090439,1
169,1-339889001,train,1,2,Ae,Bd,False,158.0,risk_high,0,-0.6406262276243511,4
170,1-339889001,train,2,3,Bd,EOS,True,0.0,risk_high,0,-0.640635101895311,7
171,1-340984229,train,0,1,Ae,Df,False,66626915.0,risk_high,0,3.101550321770302,6
172,1-340984229,train,1,2,Df,Bd,False,66625964.0,risk_high,0,3.101496907645726,4
173,1-340984229,train,2,3,Bd,EOS,True,0.0,risk_high,0,-0.640635101895311,7
174,1-341002175,train,0,1,Ag,Ae,False,66620662.0,risk_high,0,3.101199114072119,1
175,1-341002175,train,1,2,Ae,Bd,False,35.0,risk_high,0,-0.6406331360757946,4
176,1-341002175,train,2,3,Bd,EOS,True,0.0,risk_high,0,-0.640635101895311,7
177,1-342442140,train,0,1,Ae,Bd,False,69550300.0,risk_high,0,3.2657459585450606,4
178,1-342442140,train,1,2,Bd,EOS,True,0.0,risk_high,0,-0.640635101895311,7
179,1-345132462,test,0,1,Ae,Ag,False,64626605.0,risk_high,0,2.9892003664284923,2
180,1-345132462,test,1,2,Ag,Aa,False,63502890.0,risk_high,0,2.9260854842017765,0
181,1-345132462,test,2,3,Aa,Ag,False,62899494.0,risk_high,0,2.892194980403152,2
182,1-345132462,test,3,4,Ag,Ae,False,61264311.0,risk_high,0,2.8003528474209207,1
183,1-345132462,test,4,5,Ae,Ae,False,13169232.0,risk_high,0,0.09903156331454822,1
184,1-345132462,test,5,6,Ae,Bd,False,42.0,risk_high,0,-0.6406327429118913,4
185,1-345132462,test,6,7,Bd,EOS,True,0.0,risk_high,0,-0.640635101895311,7
186,1-345255471,train,0,1,Ae,Cb,False,65207528.0,risk_high,0,3.021828645598736,5
187,1-345255471,train,1,2,Cb,Cb,False,65120647.0,risk_high,0,3.0169488637299,5
188,1-345255471,train,2,3,Cb,Ae,False,11898504.0,risk_high,0,0.027659508957179925,1
189,1-345255471,train,3,4,Ae,Bd,False,188.0,risk_high,0,-0.6406245426361941,4
190,1-345255471,train,4,5,Bd,EOS,True,0.0,risk_high,0,-0.640635101895311,7
191,1-347461373,test,0,1,Ae,Ae,False,70070196.0,risk_high,0,3.2949465786401384,1
192,1-347461373,test,1,2,Ae,Bd,False,45.0,risk_high,0,-0.6406325744130756,4
193,1-347461373,test,2,3,Bd,EOS,True,0.0,risk_high,0,-0.640635101895311,7
194,1-347923966,train,0,1,Ae,Aa,False,68534441.0,risk_high,0,3.208688945740257,0
195,1-347923966,train,1,2,Aa,Ae,False,67316317.0,risk_high,0,3.1402714619498515,1
196,1-347923966,train,2,3,Ae,Aa,False,65313940.0,risk_high,0,3.0278054109240267,0
197,1-347923966,train,3,4,Aa,Ae,False,65313924.0,risk_high,0,3.0278045122636765,1
198,1-347923966,train,4,5,Ae,Bd,False,3.0,risk_high,0,-0.6406349333964954,4
199,1-347923966,train,5,6,Bd,EOS,True,0.0,risk_high,0,-0.640635101895311,7
200,1-347924629,train,0,1,Ae,Aa,False,68708382.0,risk_high,0,3.2184585632405995,0
201,1-347924629,train,1,2,Aa,Ag,False,9082671.0,risk_high,0,-0.13049533294232293,2
202,1-347924629,train,2,3,Ag,Bd,False,900.0,risk_high,0,-0.6405845522506022,4
203,1-347924629,train,3,4,Bd,EOS,True,0.0,risk_high,0,-0.640635101895311,7
204,1-349857482,test,0,1,Ae,Bd,False,65917324.0,risk_high,0,3.0616952407273885,4
205,1-349857482,test,1,2,Bd,EOS,True,0.0,risk_high,0,-0.640635101895311,7
206,1-351187625,train,0,1,Ae,Ae,False,69036589.0,risk_high,0,3.2368927268416763,1
207,1-351187625,train,1,2,Ae,Bd,False,36.0,risk_high,0,-0.6406330799095227,4
208,1-351187625,train,2,3,Bd,EOS,True,0.0,risk_high,0,-0.640635101895311,7
209,1-351314317,test,0,1,Ae,Cb,False,60406710.0,risk_high,0,2.752184596474272,5
210,1-351314317,test,1,2,Cb,Ae,False,60406064.0,risk_high,0,2.752148313062625,1
211,1-351314317,test,2,3,Ae,Aa,False,60402731.0,risk_high,0,2.7519611108783866,0
212,1-351314317,test,3,4,Aa,Ae,False,60402724.0,risk_high,0,2.7519607177144834,1
213,1-351314317,test,4,5,Ae,Bd,False,1176463.0,risk_high,0,-0.5745575611584794,4
214,1-351314317,test,5,6,Bd,EOS,True,0.0,risk_high,0,-0.640635101895311,7
215,1-351869391,train,0,1,Ae,Ae,False,64643808.0,risk_high,0,2.9901665948039664,1
216,1-351869391,train,1,2,Ae,Bd,False,130.0,risk_high,0,-0.6406278002799642,4
217,1-351869391,train,2,3,Bd,EOS,True,0.0,risk_high,0,-0.640635101895311,7
218,1-353818791,test,0,1,Cb,Ae,False,67570847.0,risk_high,0,3.154567463136243,1
219,1-353818791,test,1,2,Ae,Cb,False,67570833.0,risk_high,0,3.1545666768084364,5
220,1-353818791,test,2,3,Cb,Ae,False,45260762.0,risk_high,0,1.901493162941782,1
221,1-353818791,test,3,4,Ae,Bd,False,45181838.0,risk_high,0,1.8970602960984442,4
222,1-353818791,test,4,5,Bd,EOS,True,0.0,risk_high,0,-0.640635101895311,7
223,1-354039443,test,0,1,Ae,Ae,False,61706880.0,risk_high,0,2.825210298208883,1
224,1-354039443,test,1,2,Ae,Aa,False,61706459.0,risk_high,0,2.825186652208414,0
225,1-354039443,test,2,3,Aa,Ae,False,61690761.0,risk_high,0,2.824304954072147,1
226,1-354039443,test,3,4,Ae,Bd,False,2841844.0,risk_high,0,-0.48101931909744955,4
227,1-354039443,test,4,5,Bd,EOS,True,0.0,risk_high,0,-0.640635101895311,7
228,1-354090772,train,0,1,Ae,Ag,False,60736989.0,risk_high,0,2.7707351365907225,2
229,1-354090772,train,1,2,Ag,Ae,False,60736899.0,risk_high,0,2.7707300816262515,1
230,1-354090772,train,2,3,Ae,Cb,False,59425012.0,risk_high,0,2.697046279683802,5
231,1-354090772,train,3,4,Cb,Ae,False,59424916.0,risk_high,0,2.6970408877217,1
232,1-354090772,train,4,5,Ae,Aa,False,59424549.0,risk_high,0,2.6970202746999132,0
233,1-354090772,train,5,6,Aa,Ag,False,59424512.0,risk_high,0,2.697018196547853,2
234,1-354090772,train,6,7,Ag,Aa,False,59424302.0,risk_high,0,2.697006401630754,0
235,1-354090772,train,7,8,Aa,Aa,False,24451653.0,risk_high,0,0.732723088876835,0
236,1-354090772,train,8,9,Aa,Ag,False,24450456.0,risk_high,0,0.7326558578493723,2
237,1-354090772,train,9,10,Ag,Bd,False,4914031.0,risk_high,0,-0.36463230063037244,4
238,1-354090772,train,10,11,Bd,EOS,True,0.0,risk_high,0,-0.640635101895311,7
239,1-354350908,train,0,1,Ag,Ae,False,60730599.0,risk_high,0,2.7703762341132894,1
240,1-354350908,train,1,2,Ae,Ae,False,12126229.0,risk_high,0,0.04044997322532519,1
241,1-354350908,train,2,3,Ae,Bd,False,17.0,risk_high,0,-0.6406341470686888,4
242,1-354350908,train,3,4,Bd,EOS,True,0.0,risk_high,0,-0.640635101895311,7
243,1-354376900,train,0,1,Ag,Ae,False,61773136.0,risk_high,0,2.8289316507198077,1
244,1-354376900,train,1,2,Ae,Ae,False,13168838.0,risk_high,0,0.09900943380342012,1
245,1-354376900,train,2,3,Ae,Bd,False,50.0,risk_high,0,-0.6406322935817161,4
246,1-354376900,train,3,4,Bd,EOS,True,0.0,risk_high,0,-0.640635101895311,7
247,1-356055231,train,0,1,Ae,Ag,False,60032882.0,risk_high,0,2.7311880713829018,2
248,1-356055231,train,1,2,Ag,Cb,False,60032742.0,risk_high,0,2.731180208104836,5
249,1-356055231,train,2,3,Cb,Ae,False,59426100.0,risk_high,0,2.697107388587628,1
250,1-356055231,train,3,4,Ae,Ag,False,59425934.0,risk_high,0,2.697098064986493,2
251,1-356055231,train,4,5,Ag,Aa,False,59425923.0,risk_high,0,2.697097447157502,0
252,1-356055231,train,5,6,Aa,Ag,False,4495108.0,risk_high,0,-0.3881616437530169,2
253,1-356055231,train,6,7,Ag,Bd,False,4495084.0,risk_high,0,-0.3881629917435425,4
254,1-356055231,train,7,8,Bd,EOS,True,0.0,risk_high,0,-0.640635101895311,7
255,1-356879617,train,0,1,Ae,Cb,False,59775743.0,risk_high,0,2.7167455323931264,5
256,1-356879617,train,1,2,Cb,Ae,False,59775369.0,risk_high,0,2.7167245262074364,1
257,1-356879617,train,2,3,Ae,Ae,False,59759836.0,risk_high,0,2.715852095506033,1
258,1-356879617,train,3,4,Ae,Ae,False,59759617.0,risk_high,0,2.715839795092487,1
259,1-356879617,train,4,5,Ae,Ae,False,59759582.0,risk_high,0,2.7158378292729703,1
260,1-356879617,train,5,6,Ae,Ae,False,59759545.0,risk_high,0,2.71583575112091,1
261,1-356879617,train,6,7,Ae,Aa,False,59759410.0,risk_high,0,2.715828168674204,0
262,1-356879617,train,7,8,Aa,Ae,False,59759401.0,risk_high,0,2.7158276631777567,1
263,1-356879617,train,8,9,Ae,Bd,False,21.0,risk_high,0,-0.6406339224036012,4
264,1-356879617,train,9,10,Bd,EOS,True,0.0,risk_high,0,-0.640635101895311,7
265,1-357087417,train,0,1,Ae,Cb,False,60500169.0,risk_high,0,2.757433840079658,5
266,1-357087417,train,1,2,Cb,Ae,False,60499548.0,risk_high,0,2.757398960824809,1
267,1-357087417,train,2,3,Ae,Aa,False,60482190.0,risk_high,0,2.75642402667719,0
268,1-357087417,train,3,4,Aa,Ae,False,60481767.0,risk_high,0,2.756400268344177,1
269,1-357087417,train,4,5,Ae,Bd,False,2838544.0,risk_high,0,-0.48120466779471543,4
270,1-357087417,train,5,6,Bd,EOS,True,0.0,risk_high,0,-0.640635101895311,7
271,1-357610411,test,0,1,Ae,Ag,False,60584490.0,risk_high,0,2.762169836292433,2
272,1-357610411,test,1,2,Ag,Bd,False,43226491.0,risk_high,0,1.7872357448400182,4
273,1-357610411,test,2,3,Bd,EOS,True,0.0,risk_high,0,-0.640635101895311,7
274,1-358038911,train,0,1,Ae,Df,False,59142896.0,risk_high,0,2.6812008757208114,6
275,1-358038911,train,1,2,Df,Ae,False,58464957.0,risk_high,0,2.6431235695160376,1
276,1-358038911,train,2,3,Ae,Ag,False,44827528.0,risk_high,0,1.8771600243019944,2
277,1-358038911,train,3,4,Ag,Ae,False,44826409.0,risk_high,0,1.8770971742437395,1
278,1-358038911,train,4,5,Ae,Bd,False,28.0,risk_high,0,-0.6406335292396979,4
279,1-358038911,train,5,6,Bd,EOS,True,0.0,risk_high,0,-0.640635101895311,7
280,1-358776870,train,0,1,Ae,Ag,False,65065267.0,risk_high,0,3.0138383755921465,2
281,1-358776870,train,1,2,Ag,Bd,False,65065171.0,risk_high,0,3.013832983630044,4
282,1-358776870,train,2,3,Bd,EOS,True,0.0,risk_high,0,-0.640635101895311,7
283,1-359215498,val,0,1,Ae,Aa,False,64971152.0,risk_high,0,3.0085522869123946,0
284,1-359215498,val,1,2,Aa,Aa,False,30592302.0,risk_high,0,1.0776204502456874,0
285,1-359215498,val,2,3,Aa,Ag,False,30592200.0,risk_high,0,1.077614721285954,2
286,1-359215498,val,3,4,Ag,Bd,False,10636815.0,risk_high,0,-0.04320485846849548,4
287,1-359215498,val,4,5,Bd,EOS,True,0.0,risk_high,0,-0.640635101895311,7
288,1-359781492,train,0,1,Ae,Bd,False,63519901.0,risk_high,0,2.9270409286530463,4
289,1-359781492,train,1,2,Bd,EOS,True,0.0,risk_high,0,-0.640635101895311,7
290,1-359841262,val,0,1,Ae,Ae,False,58731505.0,risk_high,0,2.6580945769581086,1
291,1-359841262,val,1,2,Ae,Cb,False,58731289.0,risk_high,0,2.6580824450433784,5
