case_id,num_events,start_time,end_time,case_duration_seconds,final_event,final_status,split,outcome_label,outcome_label_id
1-358038911,6,2010-03-03 19:25:03,2012-01-17 07:59:59,59142896.0,Bd,d,train,risk_high,0
1-358776870,3,2010-03-08 09:17:56,2012-03-30 10:59:03,65065267.0,Bd,d,train,risk_high,0
1-359215498,5,2010-03-09 11:28:51,2012-03-30 11:01:23,64971152.0,Bd,d,val,risk_high,0
1-359781492,2,2010-03-11 10:02:02,2012-03-15 14:27:03,63519901.0,Bd,d,train,risk_high,0
1-359841262,10,2010-03-11 14:06:34,2012-01-20 08:24:59,58731505.0,Bd,d,val,risk_high,0
1-360072755,7,2010-03-12 15:55:50,2012-03-08 10:24:51,62792941.0,Bd,d,train,risk_high,0
1-360464815,4,2010-03-15 14:40:16,2012-02-21 14:57:48,61172252.0,Bd,d,train,risk_high,0
1-360667704,3,2010-03-16 08:44:27,2012-03-30 12:17:27,64380780.0,Bd,d,train,risk_high,0
1-361368011,3,2010-03-18 11:44:05,2012-03-19 14:15:58,63253913.0,Bd,d,val,risk_high,0
1-363041157,2,2010-03-26 08:24:05,2012-03-20 16:16:39,62668354.0,Bd,d,train,risk_high,0
1-363206822,6,2010-03-26 14:03:21,2012-02-07 02:39:40,58970179.0,Bd,d,train,risk_high,0
1-363549934,6,2010-03-29 11:38:31,2012-01-19 10:10:41,57105130.0,Bd,d,train,risk_high,0
1-364018090,7,2010-03-30 18:13:33,2012-04-24 18:18:24,65318691.0,Bd,d,train,risk_high,0
1-364458525,4,2010-04-01 09:13:49,2012-03-30 13:18:11,63000262.0,Bd,d,test,risk_high,0
1-364528467,7,2010-04-01 14:48:30,2012-01-19 10:14:18,56834748.0,Bd,d,train,risk_high,0
1-365052802,6,2010-04-06 09:16:15,2012-02-01 12:25:53,57553778.0,Bd,d,test,risk_high,0
1-365189372,4,2010-04-06 15:35:51,2012-02-21 15:00:21,59268270.0,Bd,d,train,risk_high,0
1-365702595,6,2010-04-08 12:07:36,2012-01-04 16:49:12,54967296.0,Bd,d,train,risk_high,0
1-366462246,3,2010-04-12 19:14:40,2012-04-11 16:40:52,63062772.0,Bd,d,train,risk_high,0
1-366509892,6,2010-04-12 21:37:25,2012-01-30 12:42:50,56819125.0,Bd,d,train,risk_high,0
1-366584206,6,2010-04-13 09:38:30,2012-01-09 11:25:51,54956841.0,Bd,d,train,risk_high,0
1-366698569,10,2010-04-13 14:37:07,2012-01-12 13:11:59,55204492.0,Bd,d,train,risk_high,0
1-366726662,7,2010-04-13 14:50:15,2012-01-12 13:25:45,55204530.0,Bd,d,train,risk_high,0
1-366923538,8,2010-04-14 11:27:54,2012-01-30 14:05:58,56687884.0,Bd,d,val,risk_high,0
1-367002597,4,2010-04-14 15:53:38,2012-02-15 12:32:49,58048751.0,Bd,d,train,risk_high,0
1-367648732,6,2010-04-16 18:34:49,2012-01-30 12:44:31,56484582.0,Bd,d,train,risk_high,0
1-367921041,12,2010-04-19 11:07:37,2012-02-29 17:56:23,58862926.0,Bd,d,test,risk_high,0
1-368322765,13,2010-04-20 15:25:52,2012-01-31 08:28:52,56221380.0,Bd,d,train,risk_high,0
1-368929048,6,2010-04-22 15:51:56,2012-01-31 09:36:08,56051052.0,Bd,d,train,risk_high,0
1-369693874,6,2010-04-26 16:41:03,2012-01-05 16:11:34,53479831.0,Bd,d,train,risk_high,0
1-369989135,6,2010-04-27 16:40:49,2012-02-02 22:08:20,55834051.0,Bd,d,train,risk_high,0
1-370436092,7,2010-04-29 09:23:20,2012-04-25 19:07:27,62847847.0,Bd,d,test,risk_high,0
1-370452680,8,2010-04-29 14:58:57,2012-01-04 12:44:59,53127962.0,Bd,d,train,risk_high,0
1-371498622,6,2010-05-04 18:15:44,2012-01-18 10:31:12,53885728.0,Bd,d,train,risk_high,0
1-371631962,2,2010-05-05 10:21:02,2012-03-20 16:17:35,59205393.0,Bd,d,val,risk_high,0
1-371672096,6,2010-05-05 13:44:03,2012-02-04 09:10:51,55279608.0,Bd,d,train,risk_high,0
1-372029512,8,2010-05-06 17:36:41,2012-01-30 13:18:55,54762134.0,Bd,d,train,risk_high,0
1-372555278,11,2010-05-10 13:38:28,2012-02-13 10:11:49,55629201.0,Bd,d,train,risk_high,0
1-372579132,6,2010-05-10 14:01:38,2012-02-04 08:56:49,54845711.0,Bd,d,train,risk_high,0
1-372858362,6,2010-05-11 15:11:58,2012-01-31 10:06:41,54413683.0,Bd,d,val,risk_high,0
1-372978779,8,2010-05-12 09:01:33,2012-01-30 14:38:43,54279430.0,Bd,d,train,risk_high,0
1-373110819,6,2010-05-12 12:59:40,2012-02-03 07:50:31,54586251.0,Bd,d,train,risk_high,0
1-373268674,6,2010-05-13 12:56:33,2012-02-03 07:52:14,54500141.0,Bd,d,train,risk_high,0
1-373413519,6,2010-05-14 08:03:29,2012-01-30 13:00:09,54104200.0,Bd,d,test,risk_high,0
1-373413971,6,2010-05-14 10:04:31,2012-02-04 08:48:35,54513844.0,Bd,d,train,risk_high,0
1-374379174,6,2010-05-19 11:58:36,2012-04-25 13:32:25,61090429.0,Bd,d,test,risk_high,0
1-374630866,6,2010-05-20 12:55:23,2012-02-03 07:54:03,53895520.0,Bd,d,train,risk_high,0
1-374832944,8,2010-05-21 11:28:29,2012-02-01 13:58:08,53663379.0,Bd,d,train,risk_high,0
1-375337251,6,2010-05-24 14:32:13,2012-02-03 09:13:07,53548854.0,Bd,d,train,risk_high,0
1-375430388,6,2010-05-24 17:28:06,2012-02-03 18:55:46,53573260.0,Bd,d,val,risk_high,0
1-375644051,8,2010-05-25 12:42:48,2012-03-23 13:57:17,57719669.0,Bd,d,train,risk_high,0
1-375646314,6,2010-05-25 13:27:54,2012-02-04 08:46:33,53551119.0,Bd,d,train,risk_high,0
1-375670011,2,2010-05-25 14:17:44,2012-01-16 14:31:56,51927252.0,Bd,d,test,risk_high,0
1-376424233,3,2010-05-28 10:41:08,2012-01-16 13:42:34,51678086.0,Bd,d,train,risk_high,0
1-377083756,13,2010-06-01 12:19:11,2012-02-02 22:51:53,52828362.0,Bd,d,train,risk_high,0
1-377276064,6,2010-06-02 09:21:51,2012-01-31 10:01:20,52533569.0,Bd,d,test,risk_high,0
1-377458451,6,2010-06-02 15:14:09,2012-02-04 09:20:11,52855562.0,Bd,d,test,risk_high,0
1-378050311,17,2010-06-04 17:58:40,2012-02-27 08:13:44,54656104.0,Bd,d,train,risk_high,0
1-378054711,6,2010-06-04 17:57:53,2012-01-30 12:51:51,52253638.0,Bd,d,val,risk_high,0
1-378744625,8,2010-06-08 15:20:08,2012-02-01 13:59:47,52094379.0,Bd,d,val,risk_high,0
1-378976624,10,2010-06-09 11:45:16,2012-02-04 09:18:05,52263169.0,Bd,d,train,risk_high,0
1-379209685,3,2010-06-10 10:51:43,2012-03-13 08:33:30,55460507.0,Bd,d,train,risk_high,0
1-379702919,5,2010-06-13 16:31:25,2012-04-04 09:33:43,57085338.0,Bd,d,train,risk_high,0
1-379789104,8,2010-06-14 08:38:32,2012-03-28 14:45:28,56441216.0,Bd,d,train,risk_high,0
1-380297615,5,2010-06-15 12:58:18,2012-05-04 16:49:36,59543478.0,Bd,d,train,risk_high,0
1-380392616,12,2010-06-15 16:37:49,2012-02-04 10:19:57,51730928.0,Bd,d,train,risk_high,0
1-380527184,12,2010-06-16 09:45:30,2012-02-04 10:31:43,51669973.0,Bd,d,train,risk_high,0
1-380632889,8,2010-06-16 16:09:45,2012-01-12 13:17:41,49669676.0,Bd,d,test,risk_high,0
1-380654568,6,2010-06-16 15:15:09,2012-01-30 12:31:24,51225375.0,Bd,d,val,risk_high,0
1-380885044,7,2010-06-17 13:47:35,2012-03-30 17:11:00,56345005.0,Bd,d,train,risk_high,0
1-381124870,5,2010-06-18 08:42:27,2012-01-24 19:02:38,50581211.0,Bd,d,train,risk_high,0
1-382209384,5,2010-06-23 14:13:51,2012-03-08 10:30:46,53900215.0,Bd,d,train,risk_high,0
1-382442048,7,2010-06-24 12:41:19,2012-02-04 10:30:03,50968124.0,Bd,d,test,risk_high,0
1-383789251,2,2010-07-01 12:20:33,2012-01-09 15:31:04,48136231.0,Bd,d,train,risk_high,0
1-384097130,17,2010-07-02 13:43:45,2012-02-17 16:27:41,51417836.0,Bd,d,train,risk_high,0
1-384757914,14,2010-07-06 09:43:18,2012-02-04 10:37:38,49942460.0,Bd,d,train,risk_high,0
1-385201933,7,2010-07-08 04:50:41,2012-01-26 11:39:55,49013354.0,Bd,d,train,risk_high,0
1-385278464,2,2010-07-08 13:53:30,2012-02-09 09:42:24,50183334.0,Bd,d,train,risk_high,0
1-385311756,6,2010-07-08 11:42:58,2012-02-04 10:40:10,49762632.0,Bd,d,train,risk_high,0
1-386495623,3,2010-07-15 10:35:37,2012-03-20 16:18:28,53070171.0,Bd,d,train,risk_high,0
1-386782865,7,2010-07-16 15:46:05,2012-01-30 14:36:29,48639024.0,Bd,d,train,risk_high,0
1-388028918,12,2010-07-26 10:55:31,2012-01-30 15:45:01,47796570.0,Bd,d,train,risk_high,0
1-388230583,11,2010-07-27 13:50:20,2012-01-31 09:05:54,47762134.0,Bd,d,train,risk_high,0
1-388644366,6,2010-07-30 09:46:42,2012-01-30 15:48:48,47455326.0,Bd,d,train,risk_high,0
1-388724672,6,2010-07-30 13:19:33,2012-01-30 14:29:56,47437823.0,Bd,d,train,risk_high,0
1-389195082,14,2010-08-03 11:23:32,2012-02-04 10:46:56,47517804.0,Bd,d,train,risk_high,0
1-390250582,13,2010-08-09 17:20:59,2012-01-18 09:45:44,45505485.0,Bd,d,train,risk_high,0
1-390722958,4,2010-08-11 10:39:44,2012-03-23 13:54:08,50987664.0,Bd,d,train,risk_high,0
1-390819078,12,2010-08-11 14:41:13,2012-01-31 09:36:40,46464927.0,Bd,d,train,risk_high,0
1-392590655,2,2010-08-18 14:00:14,2012-01-24 14:49:26,45276552.0,Bd,d,val,risk_high,0
1-392812598,6,2010-08-19 08:24:05,2012-01-04 16:59:08,43490103.0,Bd,d,train,risk_high,0
1-393413330,6,2010-08-20 16:36:29,2012-02-04 10:50:25,46030436.0,Bd,d,test,risk_high,0
1-396569277,6,2010-08-30 15:35:45,2012-04-13 12:44:53,51138548.0,Bd,d,train,risk_high,0
1-397446945,6,2010-09-01 12:17:52,2012-01-31 09:02:46,44657094.0,Bd,d,train,risk_high,0
1-397806545,7,2010-09-02 09:57:26,2012-01-19 17:11:17,43571631.0,Bd,d,train,risk_high,0
1-399013423,3,2010-09-06 12:04:31,2012-01-26 14:02:31,43811880.0,Bd,d,val,risk_high,0
1-399628501,9,2010-09-07 15:19:41,2012-03-27 14:05:37,48984356.0,Bd,d,train,risk_high,0
1-400351079,3,2010-09-09 11:24:32,2012-02-20 07:16:22,45690710.0,Bd,d,train,risk_high,0
1-400528782,5,2010-09-09 16:58:05,2012-02-21 15:22:08,45786243.0,Bd,d,train,risk_high,0
1-402212071,3,2010-09-16 10:24:07,2012-01-16 14:49:15,42092708.0,Bd,d,test,risk_high,0
1-402328919,2,2010-09-16 16:39:32,2012-05-29 10:32:02,53632350.0,Bd,d,train,risk_high,0
1-402612770,10,2010-09-17 14:45:48,2012-01-24 15:24:33,42683925.0,Bd,d,train,risk_high,0
1-403006315,12,2010-09-20 14:15:00,2012-01-31 09:59:04,43011844.0,Bd,d,train,risk_high,0
1-404005175,3,2010-09-23 16:32:09,2012-01-26 12:06:11,42320042.0,Bd,d,train,risk_high,0
1-404084309,4,2010-09-23 19:58:12,2012-02-29 15:32:38,45257666.0,Bd,d,train,risk_high,0
1-404736991,15,2010-09-27 14:55:41,2012-02-29 18:07:28,44939507.0,Bd,d,train,risk_high,0
1-405112616,6,2010-09-28 16:22:31,2012-05-28 10:33:05,52510234.0,Bd,d,train,risk_high,0
1-405248961,9,2010-09-29 09:16:42,2012-02-17 16:53:41,43745819.0,Bd,d,train,risk_high,0
1-406010922,8,2010-10-01 13:18:17,2012-05-15 13:34:53,51149796.0,Bd,d,train,risk_high,0
1-406066421,9,2010-10-01 14:31:57,2012-01-04 12:33:27,39736890.0,Bd,d,train,risk_high,0
1-406852699,3,2010-10-05 14:39:09,2012-04-11 16:41:18,47872929.0,Bd,d,val,risk_high,0
1-406875315,6,2010-10-05 15:08:44,2012-02-23 16:25:26,43723002.0,Bd,d,test,risk_high,0
1-407517548,3,2010-10-07 15:39:55,2012-01-11 17:15:59,39836164.0,Bd,d,val,risk_high,0
1-407737529,7,2010-10-08 10:56:03,2012-03-12 13:04:33,45022110.0,Bd,d,train,risk_high,0
1-407876996,4,2010-10-08 17:16:15,2012-01-26 14:06:48,41028633.0,Bd,d,train,risk_high,0
1-408853759,6,2010-10-13 15:25:40,2012-02-04 10:53:53,41369293.0,Bd,d,test,risk_high,0
1-409247778,6,2010-10-14 16:01:51,2012-02-04 11:10:14,41281703.0,Bd,d,train,risk_high,0
1-409309026,3,2010-10-14 17:44:01,2012-03-13 08:16:12,44548331.0,Bd,d,test,risk_high,0
1-410929705,6,2010-10-19 15:04:28,2012-01-30 13:02:08,40427860.0,Bd,d,train,risk_high,0
1-411078092,6,2010-10-19 18:24:16,2012-02-04 12:30:55,40845999.0,Bd,d,train,risk_high,0
1-413205820,6,2010-10-25 13:53:47,2012-01-04 13:52:57,37670350.0,Bd,d,val,risk_high,0
1-413276708,3,2010-10-25 15:20:49,2012-05-15 16:27:14,49079185.0,Bd,d,train,risk_high,0
1-413665008,2,2010-10-26 09:14:34,2012-05-29 10:24:46,50202612.0,Bd,d,train,risk_high,0
1-415000020,8,2010-10-29 11:39:08,2012-02-01 14:00:54,39752506.0,Bd,d,train,risk_high,0
1-415822336,13,2010-11-03 08:04:02,2012-02-21 15:15:31,41065889.0,Bd,d,train,risk_high,0
1-415946366,4,2010-11-02 13:25:54,2012-02-17 15:42:16,40788982.0,Bd,d,train,risk_high,0
1-416247009,4,2010-11-03 11:05:57,2012-03-19 12:14:32,43376915.0,Bd,d,train,risk_high,0
1-417868043,18,2010-11-08 11:27:05,2012-01-30 13:06:01,38713136.0,Bd,d,test,risk_high,0
1-418122119,6,2010-11-09 07:48:53,2012-02-04 12:32:21,39069808.0,Bd,d,val,risk_high,0
1-418890453,5,2010-11-10 10:48:43,2012-02-21 15:25:20,40451797.0,Bd,d,train,risk_high,0
1-419236954,9,2010-11-11 06:01:36,2012-02-04 12:36:16,38903680.0,Bd,d,train,risk_high,0
1-419614582,3,2010-11-12 08:55:20,2012-01-26 14:13:50,38035110.0,Bd,d,val,risk_high,0
1-419783741,3,2010-11-12 14:05:33,2012-02-01 13:17:55,38531542.0,Bd,d,test,risk_high,0
1-419783822,3,2010-11-12 14:09:24,2012-02-01 13:19:29,38531405.0,Bd,d,train,risk_high,0
1-422390390,3,2010-11-19 15:29:24,2012-03-13 09:58:33,41452149.0,Bd,d,train,risk_high,0
1-422418092,8,2010-11-19 18:20:40,2012-03-06 15:07:20,40855600.0,Bd,d,train,risk_high,0
1-422877530,6,2010-11-22 14:20:07,2012-02-04 13:20:09,37926002.0,Bd,d,train,risk_high,0
1-423484126,2,2010-11-24 09:02:16,2012-02-29 11:56:20,39927244.0,Bd,d,train,risk_high,0
1-423648343,6,2010-11-24 10:01:08,2012-01-04 16:51:12,35103004.0,Bd,d,train,risk_high,0
1-423724447,2,2010-11-24 11:46:46,2012-01-16 15:16:01,36127755.0,Bd,d,test,risk_high,0
1-423751353,22,2010-11-24 12:31:32,2012-02-04 13:26:48,37760116.0,Bd,d,val,risk_high,0
1-424022692,6,2010-11-25 05:58:54,2012-02-02 22:10:35,37555901.0,Bd,d,val,risk_high,0
1-424065923,6,2010-11-25 09:31:24,2012-02-04 13:41:46,37685422.0,Bd,d,train,risk_high,0
1-424243405,3,2010-11-25 11:34:35,2012-02-14 21:05:03,38568628.0,Bd,d,train,risk_high,0
1-424668301,6,2010-11-26 12:08:13,2012-02-06 15:55:15,37770422.0,Bd,d,train,risk_high,0
1-426876102,6,2010-12-03 12:08:38,2012-01-30 13:04:09,36550531.0,Bd,d,train,risk_high,0
1-426969419,6,2010-12-03 13:29:18,2012-02-06 15:57:04,37160866.0,Bd,d,train,risk_high,0
1-427498853,7,2010-12-06 14:34:32,2012-01-30 12:50:23,36281751.0,Bd,d,train,risk_high,0
1-427614010,2,2010-12-06 19:10:24,2012-03-19 14:29:13,40504729.0,Bd,d,train,risk_high,0
1-427955007,5,2010-12-07 14:24:36,2012-01-26 10:47:59,35843003.0,Bd,d,train,risk_high,0
1-428252132,5,2010-12-08 10:23:06,2012-02-01 14:02:04,36301138.0,Bd,d,val,risk_high,0
1-428421057,6,2010-12-08 16:24:58,2012-02-06 16:06:11,36718873.0,Bd,d,train,risk_high,0
1-429498598,5,2010-12-13 08:41:40,2012-02-01 10:47:23,35863543.0,Bd,d,train,risk_high,0
1-429979181,15,2010-12-14 10:22:05,2012-02-06 16:07:49,36222344.0,Bd,d,train,risk_high,0
1-430150814,8,2010-12-14 14:35:45,2012-04-20 17:01:22,42603937.0,Bd,d,train,risk_high,0
1-430793848,2,2010-12-16 09:28:03,2012-01-24 14:01:49,34922026.0,Bd,d,test,risk_high,0
1-430836105,3,2010-12-16 11:11:54,2012-01-06 10:27:49,33347755.0,Bd,d,train,risk_high,0
1-430880486,3,2010-12-16 11:55:48,2012-02-29 14:38:04,38025736.0,Bd,d,test,risk_high,0
1-431797119,6,2010-12-20 13:58:13,2012-01-30 14:07:31,35078958.0,Bd,d,train,risk_high,0
1-432419251,7,2010-12-21 17:08:01,2012-01-30 12:56:15,34976894.0,Bd,d,train,risk_high,0
1-432687815,4,2010-12-22 13:09:10,2012-04-02 10:35:12,40339562.0,Bd,d,val,risk_high,0
1-433161361,6,2010-12-23 13:22:24,2012-01-30 15:58:36,34828572.0,Bd,d,val,risk_high,0
1-433309965,15,2010-12-24 07:04:53,2012-02-02 22:19:29,35046876.0,Bd,d,test,risk_high,0
1-433710534,6,2010-12-28 02:59:29,2012-02-01 12:28:56,34594167.0,Bd,d,train,risk_high,0
1-433910332,11,2010-12-28 14:28:04,2012-05-17 12:45:59,43712275.0,Bd,d,train,risk_high,0
1-434419581,6,2010-12-30 10:45:20,2012-02-06 16:12:29,34838829.0,Bd,d,val,risk_high,0
1-434892089,6,2011-01-03 12:13:54,2012-01-12 13:31:37,32318263.0,Bd,d,train,risk_high,0
1-435824991,6,2011-01-05 22:06:32,2012-02-06 16:17:25,34279853.0,Bd,d,train,risk_high,0
1-435825107,6,2011-01-05 22:24:55,2012-02-06 16:22:02,34279027.0,Bd,d,train,risk_high,0
1-437141508,2,2011-01-10 19:01:33,2012-05-22 18:06:56,43023923.0,Bd,d,train,risk_high,0
1-438526021,3,2011-01-12 16:59:25,2012-01-09 10:16:26,31252621.0,Bd,d,train,risk_high,0
1-438897551,2,2011-01-13 10:01:34,2012-01-10 12:24:45,31285391.0,Bd,d,train,risk_high,0
1-439833168,3,2011-01-14 13:10:28,2012-02-29 15:27:57,35518649.0,Bd,d,train,risk_high,0
1-439863114,3,2011-01-14 13:39:54,2012-01-09 10:30:57,31092663.0,Bd,d,train,risk_high,0
1-440576028,2,2011-01-17 11:12:41,2012-01-06 17:48:18,30609337.0,Bd,d,train,risk_high,0
1-441507371,4,2011-01-18 10:35:34,2012-03-01 10:35:17,35251183.0,Bd,d,train,risk_high,0
1-442885842,7,2011-01-20 11:53:13,2012-04-11 16:42:43,38638170.0,Bd,d,val,risk_high,0
1-443175071,3,2011-01-20 17:18:05,2012-03-19 08:18:42,36601237.0,Bd,d,val,risk_high,0
1-443637654,6,2011-01-21 11:44:13,2012-02-03 18:54:14,32685001.0,Bd,d,train,risk_high,0
1-448698916,3,2011-01-24 10:44:16,2012-03-30 13:22:49,37247913.0,Bd,d,train,risk_high,0
1-454389870,9,2011-01-26 10:09:40,2012-05-07 12:24:46,40356906.0,Bd,d,train,risk_high,0
1-457173714,3,2011-01-27 09:36:28,2012-05-28 10:34:01,42080253.0,Bd,d,train,risk_high,0
1-467257506,7,2011-01-31 11:53:06,2012-02-02 22:15:00,31746114.0,Bd,d,train,risk_high,0
1-470328307,6,2011-02-01 12:17:44,2012-02-06 16:33:44,31983360.0,Bd,d,train,risk_high,0
1-470714850,6,2011-02-02 05:11:29,2012-02-06 16:19:18,31921669.0,Bd,d,train,risk_high,0
1-473084325,16,2011-02-02 09:17:45,2012-03-14 13:52:06,35094861.0,Bd,d,train,risk_high,0
1-475885658,29,2011-02-03 08:46:37,2012-04-12 04:16:30,37481393.0,Bd,d,train,risk_high,0
1-479002951,3,2011-02-04 14:21:41,2012-02-29 14:27:21,33696340.0,Bd,d,train,risk_high,0
1-489198755,3,2011-02-08 16:10:53,2012-02-14 16:45:26,32056473.0,Bd,d,train,risk_high,0
1-494629702,3,2011-02-10 08:09:38,2012-02-08 14:41:05,31386687.0,Bd,d,train,risk_high,0
1-494871141,5,2011-02-10 13:11:43,2012-02-02 12:55:27,30843824.0,Bd,d,train,risk_high,0
1-495101458,3,2011-02-10 15:22:20,2012-02-21 15:29:35,32486835.0,Bd,d,train,risk_high,0
1-497807633,6,2011-02-16 08:51:55,2012-01-30 12:47:13,30081318.0,Bd,d,val,risk_high,0
1-498002861,3,2011-02-16 13:36:35,2012-04-18 09:46:11,36878976.0,Bd,d,train,risk_high,0
1-498324124,9,2011-02-16 16:40:03,2012-01-18 15:02:50,29024567.0,Bd,d,train,risk_high,0
1-499289128,6,2011-02-18 06:03:37,2012-02-06 21:53:03,30556166.0,Bd,d,train,risk_high,0
1-499289256,6,2011-02-18 06:16:59,2012-01-30 13:03:12,29918773.0,Bd,d,val,risk_high,0
1-499540955,11,2011-02-18 11:21:02,2012-02-06 20:34:44,30532422.0,Bd,d,val,risk_high,0
1-500208339,6,2011-02-21 06:53:37,2012-02-06 20:48:59,30290122.0,Bd,d,train,risk_high,0
1-500427383,3,2011-02-21 09:38:30,2012-01-02 13:31:52,27230002.0,Bd,d,val,risk_high,0
1-501925116,13,2011-02-22 15:33:56,2012-01-30 14:01:46,29543270.0,Bd,d,train,risk_high,0
1-501969547,2,2011-02-22 15:10:55,2012-01-06 11:00:53,27460198.0,Bd,d,test,risk_high,0
