case_id,num_events,start_time,end_time,case_duration_seconds,final_event,final_status,split,outcome_label,outcome_label_id
173904,3,2011-10-02 16:52:46,2011-10-03 09:35:23,60157.0,WDa,a,val,WDa,0
173913,15,2011-10-02 17:18:41,2011-10-12 16:01:06,859345.0,WTa,a,train,WTa,6
173916,7,2011-10-02 17:46:11,2011-10-03 11:19:30,63199.0,WEa,a,val,WEa,1
173919,14,2011-10-02 17:55:45,2011-10-04 12:04:02,151697.0,WHa,a,train,WHa,2
173925,8,2011-10-02 18:00:16,2011-10-03 12:23:42,66206.0,WHa,a,train,WHa,2
173928,98,2011-10-02 18:30:56,2011-11-29 09:27:33,4978597.0,WTa,a,val,WTa,6
173934,3,2011-10-02 20:05:17,2011-10-03 09:29:09,48232.0,WDa,a,train,WDa,0
173937,28,2011-10-02 21:08:18,2011-11-02 09:15:09,2635611.0,WHa,a,val,WHa,2
173940,35,2011-10-02 21:08:42,2011-10-14 08:30:29,991307.0,WTa,a,test,WTa,6
173943,36,2011-10-02 22:12:35,2011-11-03 09:15:32,2718177.0,WLa,a,test,WLa,4
173946,11,2011-10-02 22:51:57,2011-11-03 09:15:22,2715805.0,WLa,a,train,WLa,4
173949,33,2011-10-02 23:12:32,2011-10-31 14:34:00,2474488.0,WTa,a,val,WTa,6
173955,76,2011-10-02 23:16:01,2011-11-29 15:05:31,4981770.0,WKa,a,train,WKa,3
173958,18,2011-10-02 23:19:16,2011-11-02 09:15:12,2627756.0,WHa,a,val,WHa,2
173961,3,2011-10-02 23:20:01,2011-10-03 09:23:39,36218.0,WDa,a,train,WDa,0
173964,6,2011-10-02 23:44:15,2011-10-03 11:33:34,42559.0,WHa,a,train,WHa,2
173979,11,2011-10-03 08:10:44,2011-10-11 14:01:53,712269.0,WTa,a,train,WTa,6
173982,8,2011-10-03 09:31:44,2011-10-10 17:27:04,633320.0,WLa,a,train,WLa,4
173985,14,2011-10-03 09:35:02,2011-10-13 10:26:10,867068.0,WTa,a,train,WTa,6
173988,11,2011-10-03 09:53:17,2011-10-10 16:32:20,628743.0,WLa,a,train,WLa,4
173997,16,2011-10-03 10:38:55,2011-10-19 10:30:58,1381923.0,WLa,a,train,WLa,4
174000,30,2011-10-03 10:39:38,2011-11-03 09:15:19,2673341.0,WLa,a,train,WLa,4
174006,3,2011-10-03 10:59:41,2011-10-03 12:10:48,4267.0,WDa,a,train,WDa,0
174009,21,2011-10-03 11:00:45,2011-10-13 09:35:30,858885.0,WTa,a,test,WTa,6
174012,27,2011-10-03 11:07:30,2011-10-18 17:35:56,1319306.0,WLa,a,train,WLa,4
174015,3,2011-10-03 11:20:03,2011-10-03 12:12:57,3174.0,WDa,a,train,WDa,0
174018,12,2011-10-03 11:21:50,2011-10-17 11:35:07,1210397.0,WLa,a,test,WLa,4
174021,3,2011-10-03 11:34:03,2011-10-03 12:14:47,2444.0,WDa,a,train,WDa,0
174024,10,2011-10-03 11:49:19,2011-10-03 14:46:01,10602.0,WHa,a,test,WHa,2
174027,3,2011-10-03 11:52:49,2011-10-03 12:18:16,1527.0,WDa,a,train,WDa,0
174030,54,2011-10-03 11:56:38,2011-11-04 17:47:06,2785828.0,WLa,a,val,WLa,4
174036,43,2011-10-03 12:03:34,2011-10-18 11:06:58,1292604.0,WKa,a,train,WKa,3
174039,37,2011-10-03 12:10:16,2011-10-27 10:01:40,2065884.0,WTa,a,test,WTa,6
174042,29,2011-10-03 12:10:58,2011-10-11 16:43:18,707540.0,WTa,a,train,WTa,6
174045,37,2011-10-03 12:16:08,2011-10-18 10:10:42,1288474.0,WTa,a,val,WTa,6
174048,3,2011-10-03 12:26:27,2011-10-03 12:27:54,87.0,WHa,a,train,WHa,2
174051,5,2011-10-03 12:27:44,2011-10-03 13:29:33,3709.0,WDa,a,train,WDa,0
174060,94,2011-10-03 12:55:57,2011-12-13 09:44:26,6122909.0,WTa,a,train,WTa,6
174069,45,2011-10-03 13:06:08,2011-10-13 16:28:42,876154.0,WTa,a,train,WTa,6
174072,3,2011-10-03 13:18:12,2011-10-03 13:37:16,1144.0,WDa,a,train,WDa,0
174075,3,2011-10-03 13:22:47,2011-10-03 13:31:16,509.0,WDa,a,train,WDa,0
174078,17,2011-10-03 13:24:41,2011-10-17 20:11:25,1234004.0,WTa,a,val,WTa,6
174084,28,2011-10-03 13:27:04,2011-10-04 10:17:33,75029.0,WKa,a,test,WKa,3
174087,13,2011-10-03 13:47:32,2011-10-11 11:49:21,684109.0,WTa,a,train,WTa,6
174090,22,2011-10-03 13:50:38,2011-11-03 09:15:06,2661868.0,WHa,a,test,WHa,2
174093,25,2011-10-03 13:55:02,2011-11-03 09:15:29,2661627.0,WLa,a,train,WLa,4
174096,39,2011-10-03 14:11:44,2011-10-21 10:36:36,1542292.0,WTa,a,train,WTa,6
174099,24,2011-10-03 14:18:08,2011-10-26 12:55:24,1982236.0,WTa,a,train,WTa,6
174102,5,2011-10-03 14:22:45,2011-10-03 16:16:41,6836.0,WHa,a,train,WHa,2
174105,9,2011-10-03 14:25:18,2011-10-03 14:46:56,1298.0,WTa,a,train,WTa,6
174111,8,2011-10-03 14:50:00,2011-10-03 16:39:40,6580.0,WHa,a,val,WHa,2
174114,3,2011-10-03 14:55:15,2011-10-03 15:01:32,377.0,WDa,a,train,WDa,0
174117,3,2011-10-03 15:14:47,2011-10-03 15:18:44,237.0,WDa,a,train,WDa,0
174120,18,2011-10-03 15:33:57,2011-10-03 17:02:58,5341.0,WHa,a,train,WHa,2
174123,3,2011-10-03 16:15:42,2011-10-03 16:20:21,279.0,WDa,a,val,WDa,0
174126,3,2011-10-03 16:21:45,2011-10-03 16:27:40,355.0,WDa,a,train,WDa,0
174129,3,2011-10-03 16:35:58,2011-10-03 16:46:14,616.0,WDa,a,val,WDa,0
174132,91,2011-10-03 16:38:04,2011-11-07 14:21:56,3015832.0,WTa,a,train,WTa,6
174135,3,2011-10-03 16:38:52,2011-10-03 16:44:37,345.0,WDa,a,test,WDa,0
174138,10,2011-10-03 16:43:43,2011-10-04 09:58:05,62062.0,WHa,a,train,WHa,2
174141,14,2011-10-03 17:00:14,2011-10-14 17:08:32,950898.0,WTa,a,train,WTa,6
174144,15,2011-10-03 17:01:24,2011-10-14 18:40:21,956337.0,WTa,a,train,WTa,6
174147,32,2011-10-03 17:01:48,2011-11-03 09:15:08,2650400.0,WHa,a,train,WHa,2
174150,31,2011-10-03 17:29:39,2011-11-03 09:15:11,2648732.0,WHa,a,train,WHa,2
174153,25,2011-10-03 17:44:47,2011-10-17 14:23:02,1197495.0,WTa,a,train,WTa,6
174159,46,2011-10-03 17:59:14,2011-11-04 09:06:42,2732848.0,WLa,a,train,WLa,4
174162,3,2011-10-03 18:07:56,2011-10-03 18:19:01,665.0,WDa,a,val,WDa,0
174168,31,2011-10-03 18:22:52,2011-10-13 18:21:11,863899.0,WKa,a,val,WKa,3
174177,24,2011-10-03 18:51:01,2011-11-03 09:15:13,2643852.0,WHa,a,test,WHa,2
174180,15,2011-10-03 18:52:20,2011-10-14 10:03:46,918686.0,WLa,a,train,WLa,4
174186,6,2011-10-03 19:17:54,2011-10-03 20:46:27,5313.0,WHa,a,train,WHa,2
174195,6,2011-10-03 19:32:55,2011-10-03 20:52:59,4804.0,WHa,a,train,WHa,2
174198,12,2011-10-03 19:33:42,2011-10-04 14:55:38,69716.0,WHa,a,train,WHa,2
174201,12,2011-10-03 19:35:09,2011-10-04 16:59:32,77063.0,WHa,a,train,WHa,2
174204,3,2011-10-03 19:38:43,2011-10-03 19:56:21,1058.0,WDa,a,train,WDa,0
174207,14,2011-10-03 19:46:38,2011-10-04 18:20:33,81235.0,WHa,a,test,WHa,2
174213,16,2011-10-03 19:55:41,2011-10-05 18:41:01,168320.0,WHa,a,train,WHa,2
174216,30,2011-10-03 19:58:49,2011-10-26 09:46:29,1950460.0,WTa,a,train,WTa,6
174219,8,2011-10-03 19:59:40,2011-10-03 20:14:08,868.0,WHa,a,train,WHa,2
174228,3,2011-10-03 20:10:49,2011-10-03 20:15:35,286.0,WDa,a,train,WDa,0
174231,8,2011-10-03 20:11:23,2011-10-11 20:44:01,693158.0,WLa,a,train,WLa,4
174234,3,2011-10-03 20:19:05,2011-10-03 20:26:39,454.0,WDa,a,val,WDa,0
174237,41,2011-10-03 20:25:17,2011-11-03 15:01:24,2658967.0,WKa,a,train,WKa,3
174240,6,2011-10-03 20:26:51,2011-10-03 20:34:45,474.0,WHa,a,test,WHa,2
174243,6,2011-10-03 20:39:41,2011-10-04 12:13:34,56033.0,WHa,a,train,WHa,2
174246,3,2011-10-03 20:43:49,2011-10-03 20:48:10,261.0,WDa,a,train,WDa,0
174249,31,2011-10-03 20:53:43,2011-10-13 20:45:51,863528.0,WHa,a,train,WHa,2
174252,29,2011-10-03 21:00:02,2011-10-18 16:05:54,1278352.0,WTa,a,train,WTa,6
174255,17,2011-10-03 21:00:08,2011-10-13 14:02:25,838937.0,WTa,a,val,WTa,6
174258,6,2011-10-03 21:00:44,2011-10-04 12:53:00,57136.0,WHa,a,train,WHa,2
174261,32,2011-10-03 21:03:19,2011-10-18 09:44:45,1255286.0,WTa,a,train,WTa,6
174264,55,2011-10-03 21:03:40,2011-11-10 11:04:27,3247247.0,WTa,a,train,WTa,6
174270,58,2011-10-03 21:17:50,2011-10-25 15:00:50,1878180.0,WLa,a,test,WLa,4
174273,3,2011-10-03 21:19:15,2011-10-04 09:08:28,42553.0,WDa,a,train,WDa,0
174279,6,2011-10-03 22:04:53,2011-10-11 18:10:47,677154.0,WLa,a,train,WLa,4
174282,3,2011-10-03 22:49:09,2011-10-04 09:09:26,37217.0,WDa,a,train,WDa,0
174285,21,2011-10-03 23:01:09,2011-10-13 12:51:18,827409.0,WTa,a,test,WTa,6
174288,3,2011-10-03 23:24:11,2011-10-04 11:24:12,43201.0,WHa,a,train,WHa,2
174291,27,2011-10-03 23:33:10,2011-10-19 19:32:45,1367975.0,WLa,a,train,WLa,4
174294,39,2011-10-03 23:34:25,2011-11-04 09:15:11,2713246.0,WLa,a,val,WLa,4
174297,8,2011-10-03 23:48:22,2011-10-04 12:56:17,47275.0,WHa,a,train,WHa,2
174300,3,2011-10-04 01:35:35,2011-10-04 09:07:38,27123.0,WDa,a,train,WDa,0
174303,8,2011-10-04 01:40:58,2011-10-04 13:38:15,43037.0,WHa,a,train,WHa,2
174319,27,2011-10-04 06:40:00,2011-10-14 09:42:37,874957.0,WTa,a,train,WTa,6
174322,25,2011-10-04 08:31:34,2011-11-04 09:15:15,2681021.0,WLa,a,train,WLa,4
174325,33,2011-10-04 08:51:29,2011-10-11 10:13:42,609733.0,WTa,a,train,WTa,6
174331,6,2011-10-04 09:15:45,2011-10-04 09:26:35,650.0,WHa,a,test,WHa,2
174334,17,2011-10-04 09:32:10,2011-10-10 15:03:14,538264.0,WTa,a,train,WTa,6
174337,52,2011-10-04 10:04:56,2011-10-07 14:24:44,274788.0,WKa,a,train,WKa,3
174343,37,2011-10-04 10:19:02,2011-10-21 10:37:12,1469890.0,WTa,a,train,WTa,6
174346,3,2011-10-04 10:41:25,2011-10-04 10:46:18,293.0,WDa,a,train,WDa,0
174349,21,2011-10-04 10:43:06,2011-10-24 14:58:02,1743296.0,WLa,a,val,WLa,4
174352,3,2011-10-04 11:20:30,2011-10-04 11:38:51,1101.0,WDa,a,train,WDa,0
174355,3,2011-10-04 11:32:28,2011-10-04 11:39:14,406.0,WDa,a,train,WDa,0
174358,53,2011-10-04 11:35:46,2011-11-07 11:34:25,2937519.0,WTa,a,train,WTa,6
174361,20,2011-10-04 11:46:31,2011-10-04 20:36:57,31826.0,WHa,a,val,WHa,2
174364,3,2011-10-04 11:47:55,2011-10-04 11:57:18,563.0,WDa,a,train,WDa,0
174367,13,2011-10-04 11:54:42,2011-10-20 20:03:53,1411751.0,WLa,a,train,WLa,4
174376,17,2011-10-04 12:55:28,2011-10-04 15:24:03,8915.0,WDa,a,train,WDa,0
174379,14,2011-10-04 13:09:54,2011-10-15 12:36:25,948391.0,WLa,a,train,WLa,4
174382,39,2011-10-04 13:12:26,2011-10-12 10:10:12,680266.0,WKa,a,train,WKa,3
174385,11,2011-10-04 13:29:10,2011-10-12 09:12:20,675790.0,WTa,a,train,WTa,6
174388,15,2011-10-04 13:35:39,2011-10-11 15:58:01,613342.0,WTa,a,train,WTa,6
174394,9,2011-10-04 13:49:09,2011-10-13 08:48:10,759541.0,WTa,a,train,WTa,6
174397,79,2011-10-04 13:50:09,2011-10-21 09:21:02,1452653.0,WTa,a,train,WTa,6
174400,6,2011-10-04 13:57:58,2011-10-04 14:31:15,1997.0,WHa,a,train,WHa,2
174403,28,2011-10-04 13:58:03,2011-10-26 15:01:31,1904608.0,WTa,a,train,WTa,6
174406,35,2011-10-04 14:04:37,2011-11-04 09:15:18,2661041.0,WLa,a,val,WLa,4
174409,34,2011-10-04 14:07:20,2011-10-14 09:22:29,846909.0,WTa,a,train,WTa,6
174415,11,2011-10-04 14:27:38,2011-10-19 11:07:00,1283962.0,WTa,a,train,WTa,6
174418,48,2011-10-04 14:30:40,2011-10-27 11:23:37,1975977.0,WTa,a,test,WTa,6
174421,16,2011-10-04 14:34:58,2011-10-04 15:22:42,2864.0,WHa,a,val,WHa,2
174424,26,2011-10-04 14:37:06,2011-10-17 11:27:15,1111809.0,WTa,a,train,WTa,6
174430,11,2011-10-04 14:56:29,2011-10-14 15:52:33,867364.0,WTa,a,train,WTa,6
174433,9,2011-10-04 15:02:52,2011-10-04 16:25:28,4956.0,WHa,a,train,WHa,2
174436,41,2011-10-04 15:21:22,2011-10-28 20:14:27,2091185.0,WKa,a,train,WKa,3
174442,5,2011-10-04 15:47:31,2011-10-04 16:04:18,1007.0,WDa,a,train,WDa,0
174445,9,2011-10-04 16:10:50,2011-10-06 13:18:41,162471.0,WHa,a,train,WHa,2
174448,21,2011-10-04 16:12:21,2011-10-12 12:06:01,676420.0,WTa,a,train,WTa,6
174451,8,2011-10-04 16:13:01,2011-10-04 19:04:02,10261.0,WHa,a,train,WHa,2
174457,18,2011-10-04 16:54:17,2011-11-04 09:15:07,2650850.0,WHa,a,train,WHa,2
174463,37,2011-10-04 16:58:28,2011-10-18 09:13:44,1181716.0,WTa,a,train,WTa,6
174469,14,2011-10-04 17:23:07,2011-10-14 14:32:56,853789.0,WTa,a,train,WTa,6
174472,3,2011-10-04 17:31:18,2011-10-04 18:05:53,2075.0,WDa,a,train,WDa,0
174475,5,2011-10-04 17:37:22,2011-10-05 09:46:30,58148.0,WHa,a,test,WHa,2
174478,32,2011-10-04 18:17:21,2011-10-21 13:32:05,1451684.0,WKa,a,train,WKa,3
174481,26,2011-10-04 18:28:50,2011-10-12 14:23:47,676497.0,WHa,a,val,WHa,2
174484,10,2011-10-04 18:35:31,2011-10-05 11:00:01,59070.0,WHa,a,test,WHa,2
174487,11,2011-10-04 19:08:44,2011-10-11 12:12:23,579819.0,WTa,a,test,WTa,6
174490,18,2011-10-04 19:15:54,2011-10-05 18:44:09,84495.0,WHa,a,train,WHa,2
174493,27,2011-10-04 19:22:17,2011-11-04 09:15:21,2641984.0,WLa,a,train,WLa,4
174496,3,2011-10-04 19:36:54,2011-10-04 19:46:16,562.0,WHa,a,test,WHa,2
174499,3,2011-10-04 20:01:26,2011-10-04 20:09:11,465.0,WDa,a,test,WDa,0
174502,32,2011-10-04 20:03:01,2011-11-10 14:50:14,3178033.0,WTa,a,train,WTa,6
174505,13,2011-10-04 20:25:23,2011-10-17 15:19:54,1104871.0,WTa,a,train,WTa,6
174508,11,2011-10-04 20:26:52,2011-10-21 13:46:55,1444803.0,WTa,a,train,WTa,6
174511,56,2011-10-04 20:48:12,2011-11-25 14:38:13,4470601.0,WTa,a,train,WTa,6
174517,65,2011-10-04 21:10:35,2011-11-12 09:15:26,3326691.0,WLa,a,train,WLa,4
174526,3,2011-10-04 21:35:10,2011-10-05 09:03:51,41321.0,WDa,a,val,WDa,0
174529,27,2011-10-04 21:36:49,2011-10-24 13:15:52,1697943.0,WTa,a,train,WTa,6
174532,3,2011-10-04 21:38:01,2011-10-05 09:06:22,41301.0,WDa,a,val,WDa,0
174535,13,2011-10-04 21:49:41,2011-10-14 20:56:16,860795.0,WTa,a,train,WTa,6
174538,19,2011-10-04 22:13:38,2011-10-17 16:31:34,1102676.0,WTa,a,train,WTa,6
174541,31,2011-10-04 22:40:40,2011-11-01 19:31:50,2407870.0,WLa,a,train,WLa,4
174547,40,2011-10-04 22:53:10,2011-11-05 09:15:53,2715763.0,WLa,a,train,WLa,4
174559,48,2011-10-04 23:22:54,2011-10-25 09:08:40,1763146.0,WTa,a,train,WTa,6
174562,14,2011-10-04 23:35:27,2011-10-12 11:17:24,646917.0,WTa,a,train,WTa,6
174565,17,2011-10-04 23:35:04,2011-10-13 16:41:05,752761.0,WLa,a,train,WLa,4
174568,27,2011-10-04 23:51:32,2011-10-25 20:15:31,1801439.0,WLa,a,train,WLa,4
174571,8,2011-10-05 01:09:27,2011-10-12 09:30:45,634878.0,WLa,a,val,WLa,4
174574,3,2011-10-05 02:19:36,2011-10-05 09:21:37,25321.0,WDa,a,train,WDa,0
174577,61,2011-10-05 05:10:16,2011-11-02 15:42:14,2457118.0,WTa,a,test,WTa,6
174602,12,2011-10-05 09:27:26,2011-10-05 10:36:36,4150.0,WTa,a,train,WTa,6
174605,13,2011-10-05 09:30:23,2011-10-18 08:17:25,1118822.0,WTa,a,train,WTa,6
174608,3,2011-10-05 09:31:48,2011-10-05 10:01:37,1789.0,WHa,a,test,WHa,2
174611,6,2011-10-05 09:33:00,2011-10-05 09:47:52,892.0,WHa,a,val,WHa,2
174614,29,2011-10-05 09:34:24,2011-11-05 09:15:56,2677292.0,WLa,a,test,WLa,4
174620,17,2011-10-05 09:49:49,2011-10-21 10:56:01,1386372.0,WTa,a,train,WTa,6
174623,3,2011-10-05 09:52:46,2011-10-05 10:12:37,1191.0,WDa,a,train,WDa,0
174626,5,2011-10-05 09:57:15,2011-10-05 12:07:00,7785.0,WDa,a,train,WDa,0
174629,15,2011-10-05 10:01:09,2011-10-26 14:53:44,1831955.0,WTa,a,train,WTa,6
174635,15,2011-10-05 10:13:07,2011-10-17 17:24:41,1062694.0,WTa,a,train,WTa,6
174638,13,2011-10-05 10:29:16,2011-11-05 09:15:59,2674003.0,WLa,a,val,WLa,4
174644,37,2011-10-05 10:44:14,2011-11-29 19:10:23,4782369.0,WLa,a,val,WLa,4
174647,3,2011-10-05 10:43:48,2011-10-05 11:30:53,2825.0,WDa,a,train,WDa,0
174650,31,2011-10-05 10:46:34,2011-10-21 15:14:34,1398480.0,WKa,a,train,WKa,3
174653,19,2011-10-05 11:15:57,2011-11-04 08:50:47,2583290.0,WTa,a,train,WTa,6
174656,27,2011-10-05 11:16:00,2011-10-14 09:33:32,771452.0,WTa,a,train,WTa,6
174659,35,2011-10-05 11:30:22,2011-11-02 12:44:25,2423643.0,WTa,a,train,WTa,6
174665,3,2011-10-05 12:10:31,2011-10-05 12:15:59,328.0,WDa,a,train,WDa,0
174668,5,2011-10-05 12:14:40,2011-10-05 14:30:37,8157.0,WDa,a,train,WDa,0
174671,36,2011-10-05 12:27:17,2011-11-05 09:16:01,2666924.0,WLa,a,train,WLa,4
174683,24,2011-10-05 12:43:21,2011-11-05 09:15:15,2665914.0,WHa,a,train,WHa,2
174686,15,2011-10-05 12:50:53,2011-10-13 16:12:50,703317.0,WTa,a,val,WTa,6
174689,39,2011-10-05 12:52:09,2011-11-05 09:15:35,2665406.0,WHa,a,test,WHa,2
174695,16,2011-10-05 12:56:11,2011-10-12 11:00:50,597879.0,WLa,a,train,WLa,4
174707,26,2011-10-05 13:22:02,2011-10-19 15:08:39,1215997.0,WTa,a,train,WTa,6
174710,28,2011-10-05 13:23:17,2011-11-05 09:15:38,2663541.0,WHa,a,train,WHa,2
174713,6,2011-10-05 13:33:07,2011-10-05 14:24:04,3057.0,WHa,a,train,WHa,2
174716,11,2011-10-05 13:38:50,2011-10-05 17:14:11,12921.0,WHa,a,val,WHa,2
174719,17,2011-10-05 13:46:26,2011-10-17 11:52:12,1029946.0,WTa,a,val,WTa,6
174722,35,2011-10-05 13:51:50,2011-11-08 12:01:49,2930999.0,WTa,a,val,WTa,6
174728,3,2011-10-05 13:59:10,2011-10-05 14:17:06,1076.0,WDa,a,train,WDa,0
174731,5,2011-10-05 13:59:36,2011-10-05 14:32:10,1954.0,WDa,a,val,WDa,0
174734,5,2011-10-05 14:08:59,2011-10-06 15:00:47,89508.0,WEa,a,train,WEa,1
174737,27,2011-10-05 14:09:32,2011-10-24 20:24:50,1664118.0,WLa,a,val,WLa,4
174740,29,2011-10-05 14:17:16,2011-11-05 09:16:04,2660328.0,WLa,a,test,WLa,4
174743,5,2011-10-05 14:19:11,2011-10-05 15:01:57,2566.0,WDa,a,val,WDa,0
174746,5,2011-10-05 14:19:01,2011-10-05 14:32:27,806.0,WDa,a,test,WDa,0
174749,29,2011-10-05 14:24:07,2011-11-04 15:59:07,2597700.0,WTa,a,test,WTa,6
174752,13,2011-10-05 14:30:59,2011-10-20 13:49:16,1293497.0,WTa,a,val,WTa,6
174755,5,2011-10-05 14:36:15,2011-10-06 15:02:45,87990.0,WEa,a,train,WEa,1
174758,28,2011-10-05 14:40:31,2011-10-24 15:13:51,1643600.0,WTa,a,train,WTa,6
174761,19,2011-10-05 14:42:34,2011-10-14 14:10:11,775657.0,WKa,a,val,WKa,3
174764,29,2011-10-05 14:57:54,2011-10-14 20:15:12,796638.0,WKa,a,train,WKa,3
174767,21,2011-10-05 15:00:09,2011-10-14 15:28:00,779271.0,WHa,a,train,WHa,2
174770,5,2011-10-05 15:01:59,2011-10-05 16:31:41,5382.0,WDa,a,val,WDa,0
174773,17,2011-10-05 15:11:24,2011-10-17 19:50:06,1053522.0,WTa,a,train,WTa,6
174779,13,2011-10-05 15:13:31,2011-10-13 12:30:10,681399.0,WTa,a,val,WTa,6
174782,3,2011-10-05 15:21:40,2011-10-05 16:30:39,4139.0,WDa,a,train,WDa,0
174785,39,2011-10-05 15:27:07,2011-10-20 13:36:34,1289367.0,WKa,a,train,WKa,3
174794,3,2011-10-05 15:43:43,2011-10-05 16:32:09,2906.0,WDa,a,train,WDa,0
174800,13,2011-10-05 15:49:20,2011-10-17 10:27:58,1017518.0,WTa,a,train,WTa,6
